,acousticness,analysis_url,artist,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,song_title,speechiness,tempo,time_signature,track_href,type,uri,valence,0
12,,,Scott Joplin,,,,,,,,,,Joplin / Arr. Förster: Original Rags: No. 1,,,,,,,,"{'danceability': 0.566, 'energy': 0.276, 'key': 7, 'loudness': -19.168, 'mode': 1, 'speechiness': 0.0423, 'acousticness': 0.96, 'instrumentalness': 0.786, 'liveness': 0.127, 'valence': 0.88, 'tempo': 110.797, 'type': 'audio_features', 'id': '2pCnhAx09L4inuwU2TaWkU', 'uri': 'spotify:track:2pCnhAx09L4inuwU2TaWkU', 'track_href': 'https://api.spotify.com/v1/tracks/2pCnhAx09L4inuwU2TaWkU', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2pCnhAx09L4inuwU2TaWkU', 'duration_ms': 146707, 'time_signature': 4}"
13,,,Giuseppe Verdi,,,,,,,,,,"Il Trovatore / Act 3: ""Di quella pira""",,,,,,,,"{'danceability': 0.36, 'energy': 0.366, 'key': 0, 'loudness': -11.636, 'mode': 1, 'speechiness': 0.0683, 'acousticness': 0.975, 'instrumentalness': 0.00229, 'liveness': 0.375, 'valence': 0.386, 'tempo': 80.491, 'type': 'audio_features', 'id': '24nIUgdIrOkiT0slLiEFMm', 'uri': 'spotify:track:24nIUgdIrOkiT0slLiEFMm', 'track_href': 'https://api.spotify.com/v1/tracks/24nIUgdIrOkiT0slLiEFMm', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/24nIUgdIrOkiT0slLiEFMm', 'duration_ms': 203613, 'time_signature': 4}"
14,,,Rolf Wallin,,,,,,,,,,Under City Skin: IV. Pastorale,,,,,,,,"{'danceability': 0.185, 'energy': 0.159, 'key': 6, 'loudness': -26.074, 'mode': 1, 'speechiness': 0.0534, 'acousticness': 0.784, 'instrumentalness': 0.141, 'liveness': 0.54, 'valence': 0.0637, 'tempo': 97.145, 'type': 'audio_features', 'id': '0ANK64hbj6tWRT4ssiCjx6', 'uri': 'spotify:track:0ANK64hbj6tWRT4ssiCjx6', 'track_href': 'https://api.spotify.com/v1/tracks/0ANK64hbj6tWRT4ssiCjx6', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0ANK64hbj6tWRT4ssiCjx6', 'duration_ms': 336333, 'time_signature': 3}"
15,,,Claude Debussy,,,,,,,,,,"Debussy: Suite bergamasque, L. 82: IV. Passepied",,,,,,,,
16,,,Gioachino Rossini,,,,,,,,,,Sonata for Strings No. 2 in A Major: I. Allegro,,,,,,,,"{'danceability': 0.343, 'energy': 0.0764, 'key': 4, 'loudness': -24.006, 'mode': 1, 'speechiness': 0.0482, 'acousticness': 0.806, 'instrumentalness': 0.28, 'liveness': 0.0989, 'valence': 0.215, 'tempo': 142.975, 'type': 'audio_features', 'id': '1CunzSC6ALdqhnkrF9ZIQA', 'uri': 'spotify:track:1CunzSC6ALdqhnkrF9ZIQA', 'track_href': 'https://api.spotify.com/v1/tracks/1CunzSC6ALdqhnkrF9ZIQA', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1CunzSC6ALdqhnkrF9ZIQA', 'duration_ms': 433560, 'time_signature': 4}"
17,,,Johann Sebastian Bach,,,,,,,,,,"Mer hahn en neue Oberkeet, BWV 212 ""Peasant Cantata"": I. Sinfonia",,,,,,,,"{'danceability': 0.236, 'energy': 0.27, 'key': 8, 'loudness': -15.32, 'mode': 1, 'speechiness': 0.0375, 'acousticness': 0.803, 'instrumentalness': 0.664, 'liveness': 0.113, 'valence': 0.095, 'tempo': 137.921, 'type': 'audio_features', 'id': '59HjUX12OLOUCoDjTJ5shl', 'uri': 'spotify:track:59HjUX12OLOUCoDjTJ5shl', 'track_href': 'https://api.spotify.com/v1/tracks/59HjUX12OLOUCoDjTJ5shl', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/59HjUX12OLOUCoDjTJ5shl', 'duration_ms': 164533, 'time_signature': 4}"
18,,,Ernest Bloch,,,,,,,,,,Violin Sonata No. 1 in A Minor: II. Molto quieto,,,,,,,,"{'danceability': 0.165, 'energy': 0.0816, 'key': 11, 'loudness': -19.355, 'mode': 1, 'speechiness': 0.0377, 'acousticness': 0.935, 'instrumentalness': 0.11, 'liveness': 0.0875, 'valence': 0.0319, 'tempo': 88.43, 'type': 'audio_features', 'id': '0W7RZL2cwtAk0CMh3fCE1z', 'uri': 'spotify:track:0W7RZL2cwtAk0CMh3fCE1z', 'track_href': 'https://api.spotify.com/v1/tracks/0W7RZL2cwtAk0CMh3fCE1z', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0W7RZL2cwtAk0CMh3fCE1z', 'duration_ms': 535347, 'time_signature': 3}"
19,,,Franz Schubert,,,,,,,,,,"Symphony No. 5 in B-Flat Major, D. 485: I. Allegro",,,,,,,,"{'danceability': 0.38, 'energy': 0.119, 'key': 10, 'loudness': -19.49, 'mode': 1, 'speechiness': 0.0368, 'acousticness': 0.911, 'instrumentalness': 0.869, 'liveness': 0.0985, 'valence': 0.208, 'tempo': 116.787, 'type': 'audio_features', 'id': '24gs8iJWD0IL6yp1LUiytE', 'uri': 'spotify:track:24gs8iJWD0IL6yp1LUiytE', 'track_href': 'https://api.spotify.com/v1/tracks/24gs8iJWD0IL6yp1LUiytE', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/24gs8iJWD0IL6yp1LUiytE', 'duration_ms': 443000, 'time_signature': 4}"
20,,,Johannes Brahms,,,,,,,,,,"Piano Quintet in F Minor, Op. 34: II. Andante un poco adagio",,,,,,,,"{'danceability': 0.198, 'energy': 0.0492, 'key': 8, 'loudness': -22.7, 'mode': 1, 'speechiness': 0.0395, 'acousticness': 0.981, 'instrumentalness': 0.226, 'liveness': 0.0754, 'valence': 0.0721, 'tempo': 86.818, 'type': 'audio_features', 'id': '4L2ONMcTSdz3jpStIJehxH', 'uri': 'spotify:track:4L2ONMcTSdz3jpStIJehxH', 'track_href': 'https://api.spotify.com/v1/tracks/4L2ONMcTSdz3jpStIJehxH', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4L2ONMcTSdz3jpStIJehxH', 'duration_ms': 456933, 'time_signature': 5}"
21,,,Camille Saint-Saëns,,,,,,,,,,"Le rouet d'Omphale, Op. 31, R. 169",,,,,,,,"{'danceability': 0.375, 'energy': 0.0728, 'key': 2, 'loudness': -23.019, 'mode': 1, 'speechiness': 0.0383, 'acousticness': 0.98, 'instrumentalness': 0.583, 'liveness': 0.178, 'valence': 0.092, 'tempo': 120.573, 'type': 'audio_features', 'id': '17lNoMnPhceYcy8oy1zyV8', 'uri': 'spotify:track:17lNoMnPhceYcy8oy1zyV8', 'track_href': 'https://api.spotify.com/v1/tracks/17lNoMnPhceYcy8oy1zyV8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/17lNoMnPhceYcy8oy1zyV8', 'duration_ms': 485587, 'time_signature': 4}"
22,,,Jean-Baptiste Lully,,,,,,,,,,"Alceste, LWV 50, Prologue: Ouverture",,,,,,,,"{'danceability': 0.427, 'energy': 0.149, 'key': 7, 'loudness': -17.535, 'mode': 0, 'speechiness': 0.0367, 'acousticness': 0.638, 'instrumentalness': 0.185, 'liveness': 0.618, 'valence': 0.35, 'tempo': 58.101, 'type': 'audio_features', 'id': '2ZK8CFdebr93WpCdNo3rbR', 'uri': 'spotify:track:2ZK8CFdebr93WpCdNo3rbR', 'track_href': 'https://api.spotify.com/v1/tracks/2ZK8CFdebr93WpCdNo3rbR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2ZK8CFdebr93WpCdNo3rbR', 'duration_ms': 151613, 'time_signature': 4}"
23,,,Antonio Vivaldi,,,,,,,,,,"Dorilla in Tempe, RV 709, Act III, Scene 4: Il povero mio core (Aria) (Dorilla)",,,,,,,,"{'danceability': 0.221, 'energy': 0.186, 'key': 8, 'loudness': -16.923, 'mode': 0, 'speechiness': 0.0413, 'acousticness': 0.979, 'instrumentalness': 0.00105, 'liveness': 0.129, 'valence': 0.194, 'tempo': 90.637, 'type': 'audio_features', 'id': '2kpfdk43hlmbQcGNlp1UzS', 'uri': 'spotify:track:2kpfdk43hlmbQcGNlp1UzS', 'track_href': 'https://api.spotify.com/v1/tracks/2kpfdk43hlmbQcGNlp1UzS', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2kpfdk43hlmbQcGNlp1UzS', 'duration_ms': 383840, 'time_signature': 4}"
24,,,Salomone Rossi,,,,,,,,,,Sonata quarta sopra l'aria di Ruggiero,,,,,,,,"{'danceability': 0.381, 'energy': 0.0981, 'key': 7, 'loudness': -29.56, 'mode': 1, 'speechiness': 0.0422, 'acousticness': 0.915, 'instrumentalness': 0.909, 'liveness': 0.129, 'valence': 0.361, 'tempo': 128.072, 'type': 'audio_features', 'id': '5lYtm6aUxZMJPkG0htWFDu', 'uri': 'spotify:track:5lYtm6aUxZMJPkG0htWFDu', 'track_href': 'https://api.spotify.com/v1/tracks/5lYtm6aUxZMJPkG0htWFDu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5lYtm6aUxZMJPkG0htWFDu', 'duration_ms': 275800, 'time_signature': 4}"
25,,,Niccolò Paganini,,,,,,,,,,"Paganini: 24 Caprices, Op. 1: No. 17 in E-Flat Major",,,,,,,,"{'danceability': 0.564, 'energy': 0.0511, 'key': 3, 'loudness': -20.993, 'mode': 1, 'speechiness': 0.0818, 'acousticness': 0.986, 'instrumentalness': 0.231, 'liveness': 0.0692, 'valence': 0.337, 'tempo': 123.407, 'type': 'audio_features', 'id': '32rouEbuO349hstMIIbdQY', 'uri': 'spotify:track:32rouEbuO349hstMIIbdQY', 'track_href': 'https://api.spotify.com/v1/tracks/32rouEbuO349hstMIIbdQY', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/32rouEbuO349hstMIIbdQY', 'duration_ms': 244578, 'time_signature': 4}"
26,,,John Rutter,,,,,,,,,,Suzi's Carol,,,,,,,,"{'danceability': 0.165, 'energy': 0.04, 'key': 1, 'loudness': -25.709, 'mode': 1, 'speechiness': 0.0395, 'acousticness': 0.983, 'instrumentalness': 0.00871, 'liveness': 0.113, 'valence': 0.0608, 'tempo': 80.056, 'type': 'audio_features', 'id': '4m87KswrCAqqZfgsMtoGac', 'uri': 'spotify:track:4m87KswrCAqqZfgsMtoGac', 'track_href': 'https://api.spotify.com/v1/tracks/4m87KswrCAqqZfgsMtoGac', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4m87KswrCAqqZfgsMtoGac', 'duration_ms': 295267, 'time_signature': 3}"
27,,,Nino Rota,,,,,,,,,,Concerto per archi: III. Aria. Andante quasi adagio,,,,,,,,"{'danceability': 0.168, 'energy': 0.0405, 'key': 11, 'loudness': -21.373, 'mode': 0, 'speechiness': 0.0458, 'acousticness': 0.849, 'instrumentalness': 0.702, 'liveness': 0.0921, 'valence': 0.035, 'tempo': 128.826, 'type': 'audio_features', 'id': '4nfkgK2TMcRYlGjfRjaUn9', 'uri': 'spotify:track:4nfkgK2TMcRYlGjfRjaUn9', 'track_href': 'https://api.spotify.com/v1/tracks/4nfkgK2TMcRYlGjfRjaUn9', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4nfkgK2TMcRYlGjfRjaUn9', 'duration_ms': 278693, 'time_signature': 3}"
28,,,Robert Schumann,,,,,,,,,,"Fantasie in C Major, Op. 17: II. Mäßig. Durchaus energisch",,,,,,,,"{'danceability': 0.324, 'energy': 0.085, 'key': 3, 'loudness': -23.933, 'mode': 1, 'speechiness': 0.0387, 'acousticness': 0.992, 'instrumentalness': 0.904, 'liveness': 0.137, 'valence': 0.117, 'tempo': 74.036, 'type': 'audio_features', 'id': '5yFtsDKmTTwMG62J3Bj0fw', 'uri': 'spotify:track:5yFtsDKmTTwMG62J3Bj0fw', 'track_href': 'https://api.spotify.com/v1/tracks/5yFtsDKmTTwMG62J3Bj0fw', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5yFtsDKmTTwMG62J3Bj0fw', 'duration_ms': 479453, 'time_signature': 4}"
29,,,Kenneth Leighton,,,,,,,,,,"Violin Concerto, Op. 12: II. Intermezzo. Moderato con moto, sempre dolce",,,,,,,,"{'danceability': 0.105, 'energy': 0.137, 'key': 8, 'loudness': -19.206, 'mode': 1, 'speechiness': 0.0448, 'acousticness': 0.94, 'instrumentalness': 0.524, 'liveness': 0.0898, 'valence': 0.0358, 'tempo': 76.169, 'type': 'audio_features', 'id': '61otNLGtFO7jYIf6P5rhnP', 'uri': 'spotify:track:61otNLGtFO7jYIf6P5rhnP', 'track_href': 'https://api.spotify.com/v1/tracks/61otNLGtFO7jYIf6P5rhnP', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/61otNLGtFO7jYIf6P5rhnP', 'duration_ms': 352907, 'time_signature': 3}"
30,,,Johann Sebastian Bach,,,,,,,,,,"Komm, Jesu, komm, BWV 229: I. Komm, Jesu, komm",,,,,,,,"{'danceability': 0.187, 'energy': 0.13, 'key': 6, 'loudness': -21.937, 'mode': 0, 'speechiness': 0.0428, 'acousticness': 0.983, 'instrumentalness': 0.000121, 'liveness': 0.119, 'valence': 0.126, 'tempo': 85.374, 'type': 'audio_features', 'id': '1OEkpSa61ieMvUTtFbTZ6z', 'uri': 'spotify:track:1OEkpSa61ieMvUTtFbTZ6z', 'track_href': 'https://api.spotify.com/v1/tracks/1OEkpSa61ieMvUTtFbTZ6z', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1OEkpSa61ieMvUTtFbTZ6z', 'duration_ms': 413107, 'time_signature': 4}"
31,,,Carl Philipp Emanuel Bach,,,,,,,,,,"Keyboard Sonata in G Major, Wq. 58 No. 2, H. 273: I. Grazioso",,,,,,,,"{'danceability': 0.318, 'energy': 0.238, 'key': 6, 'loudness': -26.951, 'mode': 1, 'speechiness': 0.0371, 'acousticness': 0.815, 'instrumentalness': 0.829, 'liveness': 0.0684, 'valence': 0.671, 'tempo': 131.336, 'type': 'audio_features', 'id': '2AVgUIvUzQAowYcdupcZBv', 'uri': 'spotify:track:2AVgUIvUzQAowYcdupcZBv', 'track_href': 'https://api.spotify.com/v1/tracks/2AVgUIvUzQAowYcdupcZBv', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2AVgUIvUzQAowYcdupcZBv', 'duration_ms': 116120, 'time_signature': 4}"
32,,,Armas Maasalo,,,,,,,,,,Joulun Kellot,,,,,,,,"{'danceability': 0.252, 'energy': 0.105, 'key': 9, 'loudness': -26.702, 'mode': 1, 'speechiness': 0.0462, 'acousticness': 0.946, 'instrumentalness': 0.408, 'liveness': 0.311, 'valence': 0.0437, 'tempo': 71.209, 'type': 'audio_features', 'id': '3fnN1xELc3TofIMlGiY5Cq', 'uri': 'spotify:track:3fnN1xELc3TofIMlGiY5Cq', 'track_href': 'https://api.spotify.com/v1/tracks/3fnN1xELc3TofIMlGiY5Cq', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3fnN1xELc3TofIMlGiY5Cq', 'duration_ms': 195227, 'time_signature': 4}"
33,,,Leonard Bernstein,,,,,,,,,,"7 Anniversaries: No. 1, For Aaron Copland",,,,,,,,
34,,,Paul Giger,,,,,,,,,,Pert Em Hru: I. Media vita in morte sumus,,,,,,,,"{'danceability': 0.066, 'energy': 0.064, 'key': 2, 'loudness': -29.189, 'mode': 0, 'speechiness': 0.0472, 'acousticness': 0.97, 'instrumentalness': 0.485, 'liveness': 0.0767, 'valence': 0.0265, 'tempo': 74.787, 'type': 'audio_features', 'id': '1OdDBMhEsw2HkAes53oaRD', 'uri': 'spotify:track:1OdDBMhEsw2HkAes53oaRD', 'track_href': 'https://api.spotify.com/v1/tracks/1OdDBMhEsw2HkAes53oaRD', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1OdDBMhEsw2HkAes53oaRD', 'duration_ms': 347213, 'time_signature': 3}"
35,,,Isaac Albéniz,,,,,,,,,,"Suite ancienne No. 2, Op. 64: II. Chaconne",,,,,,,,"{'danceability': 0.345, 'energy': 0.11, 'key': 0, 'loudness': -24.762, 'mode': 0, 'speechiness': 0.0368, 'acousticness': 0.988, 'instrumentalness': 0.909, 'liveness': 0.122, 'valence': 0.347, 'tempo': 85.464, 'type': 'audio_features', 'id': '6Emf64UW54ArKZCh9Rkohx', 'uri': 'spotify:track:6Emf64UW54ArKZCh9Rkohx', 'track_href': 'https://api.spotify.com/v1/tracks/6Emf64UW54ArKZCh9Rkohx', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6Emf64UW54ArKZCh9Rkohx', 'duration_ms': 199240, 'time_signature': 4}"
36,,,Jacob Clemens non Papa,,,,,,,,,,Missa Virtute magna: I. Kyrie,,,,,,,,"{'danceability': 0.194, 'energy': 0.184, 'key': 0, 'loudness': -19.978, 'mode': 1, 'speechiness': 0.0388, 'acousticness': 0.991, 'instrumentalness': 0.539, 'liveness': 0.105, 'valence': 0.122, 'tempo': 108.078, 'type': 'audio_features', 'id': '3j7jXTz2BFbc9HOUAumjD6', 'uri': 'spotify:track:3j7jXTz2BFbc9HOUAumjD6', 'track_href': 'https://api.spotify.com/v1/tracks/3j7jXTz2BFbc9HOUAumjD6', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3j7jXTz2BFbc9HOUAumjD6', 'duration_ms': 228880, 'time_signature': 3}"
37,,,William Bolcom,,,,,,,,,,"12 Piano Études, Book 2: No. 5, Tranquil, Mystic",,,,,,,,"{'danceability': 0.377, 'energy': 0.0295, 'key': 2, 'loudness': -31.739, 'mode': 1, 'speechiness': 0.0347, 'acousticness': 0.993, 'instrumentalness': 0.929, 'liveness': 0.0957, 'valence': 0.141, 'tempo': 65.996, 'type': 'audio_features', 'id': '3unhPU4p70Jeu9DxNNoxPS', 'uri': 'spotify:track:3unhPU4p70Jeu9DxNNoxPS', 'track_href': 'https://api.spotify.com/v1/tracks/3unhPU4p70Jeu9DxNNoxPS', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3unhPU4p70Jeu9DxNNoxPS', 'duration_ms': 185667, 'time_signature': 3}"
38,,,Johann Simon Mayr,,,,,,,,,,Miserere in G Minor: VIII. Sacrificium Deo,,,,,,,,"{'danceability': 0.109, 'energy': 0.0772, 'key': 7, 'loudness': -21.406, 'mode': 1, 'speechiness': 0.0479, 'acousticness': 0.96, 'instrumentalness': 0.397, 'liveness': 0.082, 'valence': 0.0393, 'tempo': 76.738, 'type': 'audio_features', 'id': '2BoFKlCz7yGKYG55nwv4XT', 'uri': 'spotify:track:2BoFKlCz7yGKYG55nwv4XT', 'track_href': 'https://api.spotify.com/v1/tracks/2BoFKlCz7yGKYG55nwv4XT', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2BoFKlCz7yGKYG55nwv4XT', 'duration_ms': 212787, 'time_signature': 4}"
39,,,Graham Fitkin,,,,,,,,,,A Small Quartet,,,,,,,,"{'danceability': 0.262, 'energy': 0.00977, 'key': 0, 'loudness': -22.519, 'mode': 0, 'speechiness': 0.0383, 'acousticness': 0.966, 'instrumentalness': 0.115, 'liveness': 0.117, 'valence': 0.0398, 'tempo': 99.961, 'type': 'audio_features', 'id': '2a0CvembtwO00KUIBsVRVq', 'uri': 'spotify:track:2a0CvembtwO00KUIBsVRVq', 'track_href': 'https://api.spotify.com/v1/tracks/2a0CvembtwO00KUIBsVRVq', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2a0CvembtwO00KUIBsVRVq', 'duration_ms': 133480, 'time_signature': 4}"
40,,,Giuseppe Verdi,,,,,,,,,,"Il trovatore, Act I, Scene 2: Tacea la notte placida ... Di tale amor che dirsi",,,,,,,,"{'danceability': 0.359, 'energy': 0.0984, 'key': 8, 'loudness': -17.372, 'mode': 1, 'speechiness': 0.0509, 'acousticness': 0.972, 'instrumentalness': 3.77e-06, 'liveness': 0.08, 'valence': 0.0496, 'tempo': 138.37, 'type': 'audio_features', 'id': '1TJ8pd61xwoNbUkOxpBIf4', 'uri': 'spotify:track:1TJ8pd61xwoNbUkOxpBIf4', 'track_href': 'https://api.spotify.com/v1/tracks/1TJ8pd61xwoNbUkOxpBIf4', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1TJ8pd61xwoNbUkOxpBIf4', 'duration_ms': 413133, 'time_signature': 4}"
41,,,Joseph Schwantner,,,,,,,,,,"Concerto for Wind Orchestra ""Luminosity"": I. Spiritoso e energico",,,,,,,,"{'danceability': 0.347, 'energy': 0.212, 'key': 11, 'loudness': -23.185, 'mode': 1, 'speechiness': 0.0495, 'acousticness': 0.966, 'instrumentalness': 0.719, 'liveness': 0.135, 'valence': 0.114, 'tempo': 129.89, 'type': 'audio_features', 'id': '2YguNxXFeqKkPzrCNiUbAv', 'uri': 'spotify:track:2YguNxXFeqKkPzrCNiUbAv', 'track_href': 'https://api.spotify.com/v1/tracks/2YguNxXFeqKkPzrCNiUbAv', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2YguNxXFeqKkPzrCNiUbAv', 'duration_ms': 418920, 'time_signature': 4}"
42,,,Richard Strauss,,,,,,,,,,"Romanze en Fa Majeur, Op. 13, TrV 118",,,,,,,,"{'danceability': 0.203, 'energy': 0.115, 'key': 5, 'loudness': -18.833, 'mode': 1, 'speechiness': 0.0424, 'acousticness': 0.982, 'instrumentalness': 0.606, 'liveness': 0.0691, 'valence': 0.106, 'tempo': 93.653, 'type': 'audio_features', 'id': '7HVrNT7qvMCwqimOmTNHfF', 'uri': 'spotify:track:7HVrNT7qvMCwqimOmTNHfF', 'track_href': 'https://api.spotify.com/v1/tracks/7HVrNT7qvMCwqimOmTNHfF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7HVrNT7qvMCwqimOmTNHfF', 'duration_ms': 549083, 'time_signature': 3}"
43,,,Francesc Valls,,,,,,,,,,Battala imperial,,,,,,,,"{'danceability': 0.407, 'energy': 0.156, 'key': 0, 'loudness': -20.704, 'mode': 1, 'speechiness': 0.0421, 'acousticness': 0.815, 'instrumentalness': 0.928, 'liveness': 0.114, 'valence': 0.102, 'tempo': 108.759, 'type': 'audio_features', 'id': '6i9hu4hjbxXx78RAQfe5GT', 'uri': 'spotify:track:6i9hu4hjbxXx78RAQfe5GT', 'track_href': 'https://api.spotify.com/v1/tracks/6i9hu4hjbxXx78RAQfe5GT', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6i9hu4hjbxXx78RAQfe5GT', 'duration_ms': 318453, 'time_signature': 4}"
44,,,Jake Heggie,,,,,,,,,,"Heggie: Great Scott, Act 1: ""Vesuvio, il mio unico amico"" (Arden, Winnie, Tatyana, Wendell)",,,,,,,,"{'danceability': 0.287, 'energy': 0.132, 'key': 2, 'loudness': -22.094, 'mode': 1, 'speechiness': 0.0608, 'acousticness': 0.976, 'instrumentalness': 0.016, 'liveness': 0.45, 'valence': 0.111, 'tempo': 137.325, 'type': 'audio_features', 'id': '0VTq7AmPs9PISkuaUDFpTa', 'uri': 'spotify:track:0VTq7AmPs9PISkuaUDFpTa', 'track_href': 'https://api.spotify.com/v1/tracks/0VTq7AmPs9PISkuaUDFpTa', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0VTq7AmPs9PISkuaUDFpTa', 'duration_ms': 305400, 'time_signature': 5}"
45,,,Ludwig van Beethoven,,,,,,,,,,"Fantasia in C Minor, Op. 80 ""Choral Fantasy"": III. Allegretto, ma non troppo",,,,,,,,"{'danceability': 0.413, 'energy': 0.248, 'key': 0, 'loudness': -14.226, 'mode': 1, 'speechiness': 0.0339, 'acousticness': 0.969, 'instrumentalness': 0.054, 'liveness': 0.127, 'valence': 0.278, 'tempo': 81.534, 'type': 'audio_features', 'id': '3rpfN85w7Wt96sJpVt04uK', 'uri': 'spotify:track:3rpfN85w7Wt96sJpVt04uK', 'track_href': 'https://api.spotify.com/v1/tracks/3rpfN85w7Wt96sJpVt04uK', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3rpfN85w7Wt96sJpVt04uK', 'duration_ms': 256347, 'time_signature': 4}"
46,,,Louis Couperin,,,,,,,,,,Pavane in F-Sharp Minor (Arr. P. Galbraith for 8-String Guitar),,,,,,,,
47,,,Onuté Narbutaite,,,,,,,,,,La barca,,,,,,,,"{'danceability': 0.0652, 'energy': 0.0821, 'key': 3, 'loudness': -23.3, 'mode': 1, 'speechiness': 0.0474, 'acousticness': 0.905, 'instrumentalness': 0.758, 'liveness': 0.349, 'valence': 0.0337, 'tempo': 72.852, 'type': 'audio_features', 'id': '3svsn27fBw0Ws70lEbUe82', 'uri': 'spotify:track:3svsn27fBw0Ws70lEbUe82', 'track_href': 'https://api.spotify.com/v1/tracks/3svsn27fBw0Ws70lEbUe82', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3svsn27fBw0Ws70lEbUe82', 'duration_ms': 1094880, 'time_signature': 5}"
48,,,Johannes Brahms,,,,,,,,,,"Piano Trio No. 3 in C Minor, Op. 101: III. Andante grazioso",,,,,,,,"{'danceability': 0.325, 'energy': 0.0099, 'key': 0, 'loudness': -31.661, 'mode': 1, 'speechiness': 0.0406, 'acousticness': 0.983, 'instrumentalness': 0.0444, 'liveness': 0.115, 'valence': 0.139, 'tempo': 128.526, 'type': 'audio_features', 'id': '6G9ttcwgLW0eG3t5YzMDRs', 'uri': 'spotify:track:6G9ttcwgLW0eG3t5YzMDRs', 'track_href': 'https://api.spotify.com/v1/tracks/6G9ttcwgLW0eG3t5YzMDRs', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6G9ttcwgLW0eG3t5YzMDRs', 'duration_ms': 238413, 'time_signature': 4}"
49,,,Igor Stravinsky,,,,,,,,,,"Feu d'artifice, Op.4",,,,,,,,"{'danceability': 0.353, 'energy': 0.28, 'key': 4, 'loudness': -17.044, 'mode': 1, 'speechiness': 0.0558, 'acousticness': 0.979, 'instrumentalness': 0.89, 'liveness': 0.0773, 'valence': 0.0997, 'tempo': 134.13, 'type': 'audio_features', 'id': '6LD3AGEPFgXI3DOS3abRu5', 'uri': 'spotify:track:6LD3AGEPFgXI3DOS3abRu5', 'track_href': 'https://api.spotify.com/v1/tracks/6LD3AGEPFgXI3DOS3abRu5', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6LD3AGEPFgXI3DOS3abRu5', 'duration_ms': 234573, 'time_signature': 4}"
0,0.993,https://api.spotify.com/v1/audio-analysis/0vqNv43ZdOMGwq6ZZiRBEH,Giya Kancheli,0.246,128013.0,0.00592,0vqNv43ZdOMGwq6ZZiRBEH,0.898,2.0,0.067,-38.92,0.0,Tune from the Film by Lana Gogoberidze: When Almonds Blossomed,0.0466,65.342,5.0,https://api.spotify.com/v1/tracks/0vqNv43ZdOMGwq6ZZiRBEH,audio_features,spotify:track:0vqNv43ZdOMGwq6ZZiRBEH,0.0696,
1,0.891,https://api.spotify.com/v1/audio-analysis/2sEYKHCIXeMXVloAPHZ6At,Giya Kancheli,0.0956,488373.0,0.00242,2sEYKHCIXeMXVloAPHZ6At,0.000441,0.0,0.0634,-41.869,1.0,Vom Winde beweint (1990): 3. Larghetto,0.0433,89.184,4.0,https://api.spotify.com/v1/tracks/2sEYKHCIXeMXVloAPHZ6At,audio_features,spotify:track:2sEYKHCIXeMXVloAPHZ6At,0.0315,
2,0.967,https://api.spotify.com/v1/audio-analysis/08MQI93SDisdfNxF3Ae9Tw,Giya Kancheli,0.145,142272.0,0.0159,08MQI93SDisdfNxF3Ae9Tw,0.0188,6.0,0.125,-27.8,0.0,Miniature No. 7,0.0447,78.402,1.0,https://api.spotify.com/v1/tracks/08MQI93SDisdfNxF3Ae9Tw,audio_features,spotify:track:08MQI93SDisdfNxF3Ae9Tw,0.0462,
