,acousticness,danceability,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
2,0.812,0.685,0.0019,11,0.21,3.536,0,0.149,122.599,4,0.389
3,0.34,0.791,0.0,0,0.0816,0.674,0,0.0834,86.65,5,0.694
4,0.354,0.674,0.0,7,0.115,4.63,1,0.287,163.896,4,0.874
5,0.127,0.879,0.0,7,0.0656,2.122,1,0.143,160.047,4,0.848
6,0.202,0.944,0.0,6,0.0667,1.199,1,0.0697,130.012,4,0.915
7,0.177,0.602,0.0,5,0.119,6.188,1,0.118,114.355,1,0.855
8,0.00579,0.855,0.0,6,0.101,5.303,1,0.345,160.088,4,0.699
9,0.131,0.936,0.0,9,0.142,2.799,1,0.0814,129.983,4,0.794
10,0.0215,0.944,0.0,7,0.0562,0.903,1,0.184,132.005,4,0.429
11,0.0984,0.878,0.0,7,0.34,2.649,1,0.244,130.008,4,0.654
12,0.564,0.656,0.00583,7,0.0733,0.111,0,0.131,132.956,4,0.838
13,0.0641,0.787,0.0,11,0.333,6.335,0,0.475,129.674,4,0.489
14,0.826,0.957,0.0205,10,0.179,5.353,0,0.0856,132.01,4,0.556
15,0.0116,0.965,0.000518,9,0.0568,1.151,0,0.0666,133.095,4,0.923
16,0.00257,0.828,0.00394,10,0.0975,4.333,0,0.0369,130.023,4,0.473
17,0.177,0.89,0.0,8,0.0563,3.004,0,0.0603,132.073,4,0.719
18,0.0284,0.752,0.0,11,0.579,3.39,1,0.643,86.555,5,0.339
19,0.0335,0.94,0.0,3,0.0689,6.702,0,0.115,132.066,4,0.491
20,0.0372,0.911,0.000881,1,0.168,3.689,0,0.0654,130.158,4,0.644
21,0.0486,0.73,0.0,10,0.0659,1.802,0,0.358,129.991,4,0.757
22,0.172,0.83,0.000921,1,0.12,2.421,0,0.441,86.608,5,0.288
23,0.177,0.895,0.000196,1,0.0706,1.214,1,0.0645,129.969,4,0.782
24,0.0614,0.924,0.000632,8,0.127,0.228,1,0.285,132.958,4,0.708
25,0.0558,0.939,0.0,1,0.0546,1.99,1,0.216,129.946,4,0.627
26,0.72,0.881,0.0,8,0.135,4.396,1,0.082,130.277,4,0.377
27,0.396,0.639,0.0051,0,0.236,6.48,1,0.332,86.534,5,0.655
28,0.567,0.965,0.000996,9,0.0896,9.375,1,0.21,130.06,4,0.92
29,0.146,0.86,0.00145,1,0.093,2.836,1,0.121,130.153,4,0.347
30,0.224,0.812,0.0,1,0.0719,10.709,1,0.104,129.973,4,0.585
31,0.104,0.766,0.0,6,0.0796,2.887,1,0.127,89.988,4,0.367
32,0.0188,0.971,1.1e-05,10,0.0583,2.768,0,0.0785,129.988,4,0.613
33,0.222,0.724,2.3e-05,4,0.102,6.671,1,0.788,130.128,4,0.639
34,0.0827,0.626,1.89e-05,1,0.0305,1.784,1,0.118,86.73,5,0.316
35,0.0711,0.599,0.0,4,0.0816,2.578,1,0.0641,87.838,5,0.725
36,0.123,0.663,0.0,5,0.415,1.357,1,0.347,129.982,4,0.565
37,0.65,0.953,0.0,10,0.0607,5.818,0,0.0746,131.991,4,0.62
38,0.284,0.93,0.0,8,0.147,6.637,1,0.351,132.003,4,0.856
39,0.147,0.749,0.00218,7,0.0807,5.904,0,0.0548,130.054,4,0.707
40,0.202,0.669,0.0,4,0.346,9.021,0,0.414,128.179,4,0.753
41,0.0848,0.797,0.000792,2,0.0792,11.357,1,0.0904,129.951,4,0.707
42,0.583,0.937,0.0,10,0.346,0.112,1,0.232,130.045,4,0.682
43,0.00582,0.873,0.0,8,0.0425,5.886,1,0.169,130.028,4,0.961
44,0.239,0.832,0.0,7,0.0679,3.995,0,0.0704,129.852,4,0.56
45,0.0837,0.848,0.0,5,0.177,7.521,1,0.457,130.087,4,0.329
46,0.623,0.873,0.0,7,0.0939,6.065,1,0.33,129.894,4,0.681
47,0.0506,0.606,0.0,1,0.0938,2.431,0,0.53,172.335,5,0.614
48,0.271,0.871,0.000784,1,0.103,1.919,1,0.0925,86.58,3,0.661
49,0.0348,0.828,0.012,6,0.162,8.823,1,0.163,129.983,4,0.427
0,0.505,0.698,0.0,0,0.265,4.179,1,0.0555,119.979,4,0.857
1,0.581,0.647,0.0,4,0.586,2.42,0,0.0605,112.917,4,0.612
2,0.255,0.598,0.0,7,0.965,3.383,1,0.0509,113.919,4,0.648
3,0.198,0.717,0.0,0,0.13,3.402,1,0.0344,118.97,4,0.703
4,0.245,0.74,0.0,1,0.205,3.414,0,0.0852,149.964,4,0.723
5,0.289,0.9,0.0,8,0.182,5.458,0,0.3,98.063,4,0.815
6,0.253,0.504,0.0,3,0.155,2.917,0,0.276,179.877,4,0.801
7,0.49,0.579,0.0,11,0.959,3.778,1,0.0437,95.961,4,0.561
8,0.407,0.779,0.0,11,0.267,4.439,1,0.0376,131.018,4,0.912
9,0.367,0.59,0.0,6,0.869,2.938,0,0.0985,149.974,4,0.794
10,0.235,0.5,0.0,7,0.972,3.438,1,0.0662,174.049,4,0.768
11,0.405,0.562,0.0,0,0.789,2.979,1,0.106,149.827,4,0.641
12,0.121,0.569,0.0,6,0.301,4.811,0,0.0381,164.074,4,0.532
13,0.315,0.541,0.0,2,0.132,4.961,1,0.036,132.338,4,0.661
14,0.133,0.656,0.0,1,0.954,2.346,0,0.17,164.933,4,0.742
15,0.2,0.786,0.0,11,0.159,2.374,0,0.0908,140.048,4,0.874
16,0.374,0.854,0.0,9,0.0697,5.818,0,0.069,98.023,4,0.887
17,0.419,0.701,0.0,4,0.945,2.974,0,0.0887,129.05,4,0.819
18,0.671,0.631,0.0,9,0.356,3.62,0,0.126,168.1,4,0.782
19,0.629,0.595,0.0,7,0.686,3.955,1,0.0419,132.987,4,0.673
20,0.533,0.405,0.0,10,0.0973,3.916,1,0.0668,160.982,4,0.527
21,0.118,0.483,0.0,8,0.953,3.794,1,0.0656,163.901,4,0.819
22,0.128,0.571,0.0,0,0.626,3.947,1,0.0936,158.067,4,0.686
23,0.731,0.442,4.58e-06,2,0.957,5.32,1,0.0471,158.977,4,0.532
24,0.165,0.579,0.0,9,0.662,3.669,1,0.0486,155.909,4,0.682
25,0.0907,0.717,0.0,1,0.34,3.501,1,0.145,127.023,4,0.649
26,0.0132,0.673,0.0,11,0.933,4.385,1,0.0493,145.952,4,0.88
27,0.125,0.549,0.0,8,0.36,2.706,1,0.0892,119.999,4,0.541
28,0.695,0.696,0.0,1,0.352,2.756,0,0.0487,112.225,4,0.671
29,0.661,0.78,0.0,10,0.24,4.395,1,0.0525,154.158,4,0.953
30,0.113,0.692,0.0,1,0.442,3.821,1,0.0485,92.117,4,0.831
31,0.494,0.606,0.0,11,0.351,3.694,1,0.0404,121.732,4,0.642
32,0.159,0.67,0.0,10,0.284,2.729,1,0.0293,133.012,4,0.964
33,0.299,0.688,0.0,0,0.0322,3.853,1,0.069,156.006,4,0.905
34,0.102,0.6,1.95e-05,1,0.74,8.98,1,0.106,180.004,4,0.625
35,0.37,0.625,7.39e-06,6,0.0742,6.415,0,0.411,180.002,4,0.93
36,0.289,0.531,0.0,7,0.975,2.859,1,0.0634,166.005,4,0.723
37,0.15,0.607,0.0,0,0.104,3.287,1,0.03,127.817,4,0.445
38,0.482,0.632,0.0,7,0.84,2.85,0,0.111,154.006,4,0.596
39,0.514,0.681,0.0,4,0.366,4.538,0,0.0988,180.077,4,0.908
40,0.187,0.676,0.0,1,0.923,4.505,1,0.0642,102.048,4,0.635
41,0.644,0.7,0.0,9,0.932,3.601,1,0.0339,109.009,4,0.269
42,0.341,0.702,0.0,0,0.0855,4.981,0,0.0756,174.049,4,0.898
43,0.813,0.684,0.0,7,0.283,5.578,1,0.0329,102.645,4,0.467
44,0.172,0.776,0.0,2,0.0891,4.18,0,0.0481,134.146,4,0.756
45,0.783,0.591,0.0,9,0.162,4.708,1,0.157,181.236,4,0.938
46,0.427,0.655,0.0,7,0.105,3.585,0,0.133,171.961,4,0.918
47,0.113,0.77,0.0,0,0.0314,3.382,1,0.0392,135.993,4,0.931
48,0.389,0.523,0.0,4,0.294,5.814,1,0.0678,179.9,4,0.629
49,0.715,0.502,0.0,3,0.175,6.222,1,0.0288,98.761,4,0.443
50,0.0526,0.419,0.0,3,0.0889,3.361,1,0.0494,157.898,4,0.267
51,0.162,0.563,0.0,2,0.342,2.327,1,0.0686,179.894,4,0.771
52,0.111,0.653,0.0,2,0.0925,3.972,1,0.0944,133.903,4,0.673
53,0.517,0.654,0.0,2,0.739,2.069,1,0.0326,145.939,4,0.717
54,0.422,0.539,0.0,11,0.865,2.953,0,0.115,182.141,4,0.803
55,0.292,0.757,0.0,6,0.415,1.629,0,0.0382,138.852,4,0.865
56,0.628,0.69,0.0,7,0.362,3.781,1,0.0319,110.928,4,0.518
57,0.382,0.587,1.61e-06,3,0.26,3.698,1,0.0324,159.849,4,0.661
58,0.366,0.779,0.0,5,0.113,7.283,1,0.0394,120.09,4,0.691
59,0.288,0.793,4.12e-06,6,0.954,5.143,0,0.149,146.948,4,0.806
60,0.0916,0.647,0.0,8,0.401,3.147,0,0.0636,133.966,4,0.848
61,0.319,0.543,0.0,1,0.981,4.154,1,0.163,170.115,4,0.565
62,0.465,0.48,0.0,9,0.0972,4.292,1,0.147,92.497,4,0.764
63,0.279,0.7,0.0,2,0.263,7.194,1,0.148,146.865,4,0.932
64,0.553,0.572,0.0,6,0.242,3.093,0,0.196,192.172,4,0.775
65,0.489,0.619,0.0,4,0.112,4.074,1,0.103,163.929,4,0.868
66,0.637,0.811,0.0,7,0.347,4.673,1,0.0643,140.045,4,0.803
67,0.154,0.554,0.0,7,0.959,4.114,1,0.179,170.088,4,0.867
68,0.641,0.545,0.0,9,0.513,5.467,1,0.194,176.044,4,0.709
69,0.492,0.568,0.0,11,0.355,5.07,1,0.296,195.98,4,0.727
70,0.12,0.704,0.0,11,0.954,3.349,0,0.0573,99.969,4,0.648
71,0.225,0.48,0.0,6,0.191,2.499,0,0.172,168.122,4,0.776
72,0.396,0.721,0.0,6,0.158,4.14,0,0.108,176.068,4,0.85
73,0.116,0.608,1.07e-06,0,0.585,1.799,1,0.0326,136.898,4,0.691
74,0.655,0.635,0.0,0,0.812,3.806,1,0.0498,132.915,4,0.454
75,0.203,0.661,0.0,0,0.363,2.142,1,0.0987,123.016,4,0.602
76,0.474,0.69,0.0,10,0.142,4.158,0,0.0732,159.058,4,0.815
77,0.176,0.619,0.0,8,0.272,2.424,1,0.148,169.974,4,0.802
78,0.802,0.565,0.0,7,0.254,7.16,1,0.0306,95.986,4,0.677
79,0.255,0.598,0.0,7,0.965,3.383,1,0.0509,113.919,4,0.648
0,0.432,0.828,0.0,11,0.118,6.728,1,0.036,127.974,4,0.831
1,0.406,0.476,0.0,11,0.931,5.826,1,0.227,192.186,4,0.766
2,0.619,0.564,0.0,5,0.72,5.012,0,0.0548,94.376,4,0.552
3,0.235,0.5,0.0,7,0.972,3.438,1,0.0662,174.049,4,0.768
4,0.321,0.665,0.0,8,0.433,3.532,1,0.0458,104.007,4,0.871
5,0.123,0.492,0.0,8,0.45,3.071,1,0.107,101.206,4,0.873
6,0.794,0.764,0.0,11,0.19,8.364,1,0.0552,136.911,4,0.646
7,0.602,0.471,0.000379,1,0.305,5.965,0,0.0762,156.021,4,0.763
8,0.414,0.493,0.0,3,0.235,5.304,1,0.0746,90.759,4,0.727
9,0.846,0.746,0.0,11,0.201,7.485,1,0.118,139.994,4,0.924
10,0.581,0.647,0.0,4,0.586,2.42,0,0.0605,112.917,4,0.612
11,0.0786,0.648,0.0,0,0.941,4.021,1,0.043,113.017,4,0.595
12,0.715,0.502,0.0,3,0.175,6.222,1,0.0288,98.761,4,0.443
13,0.417,0.651,0.0,2,0.518,10.577,1,0.117,191.926,4,0.862
14,0.111,0.653,0.0,2,0.0925,3.972,1,0.0944,133.903,4,0.673
15,0.38,0.501,0.0,1,0.713,3.124,0,0.128,175.11,4,0.464
16,0.316,0.533,0.0,0,0.24,5.061,1,0.128,165.964,4,0.568
17,0.383,0.565,0.0,0,0.154,4.663,1,0.165,173.965,4,0.455
18,0.595,0.403,8.69e-06,4,0.352,5.643,1,0.125,175.053,4,0.775
19,0.604,0.816,0.0,9,0.0909,1.64,0,0.0421,133.106,4,0.965
20,0.298,0.607,0.0,7,0.163,6.83,1,0.136,168.002,4,0.638
21,0.504,0.534,0.0,1,0.393,2.174,1,0.161,173.939,4,0.568
22,0.37,0.671,0.0,9,0.107,4.128,1,0.0436,154.955,4,0.683
23,0.253,0.504,0.0,3,0.155,2.917,0,0.276,179.877,4,0.801
24,0.485,0.469,0.0,7,0.93,4.691,1,0.0487,89.872,4,0.33
25,0.154,0.554,0.0,7,0.959,4.114,1,0.179,170.088,4,0.867
26,0.198,0.717,0.0,0,0.13,3.402,1,0.0344,118.97,4,0.703
27,0.427,0.669,0.0,10,0.789,2.208,1,0.178,93.968,4,0.677
28,0.1,0.592,0.0,1,0.405,5.024,0,0.218,98.903,4,0.384
29,0.125,0.549,0.0,8,0.36,2.706,1,0.0892,119.999,4,0.541
30,0.189,0.667,0.0,11,0.904,1.944,1,0.0604,147.941,4,0.868
31,0.505,0.698,0.0,0,0.265,4.179,1,0.0555,119.979,4,0.857
32,0.511,0.517,0.0,11,0.465,3.472,1,0.112,89.981,4,0.833
33,0.69,0.44,0.0,2,0.877,2.53,1,0.131,146.149,4,0.471
34,0.389,0.708,0.0,5,0.883,1.734,0,0.0953,126.001,4,0.71
35,0.0334,0.584,0.0,0,0.399,7.432,1,0.0454,119.904,4,0.517
36,0.392,0.72,0.0,11,0.651,4.515,0,0.0406,105.02,4,0.749
37,0.471,0.595,0.0,6,0.729,5.841,1,0.0908,171.79,4,0.653
38,0.267,0.439,0.0,2,0.743,2.82,1,0.0607,173.617,4,0.901
39,0.521,0.725,9.37e-05,11,0.912,4.533,1,0.0521,109.95,4,0.514
40,0.27,0.647,0.0,0,0.761,4.622,0,0.0428,126.059,4,0.902
41,0.802,0.565,0.0,7,0.254,7.16,1,0.0306,95.986,4,0.677
42,0.0254,0.71,0.0,0,0.624,7.012,1,0.178,127.867,4,0.501
43,0.661,0.78,0.0,10,0.24,4.395,1,0.0525,154.158,4,0.953
44,0.289,0.9,0.0,8,0.182,5.458,0,0.3,98.063,4,0.815
0,8.89e-05,0.425,0.00164,4,0.17,11.503,0,0.0744,162.474,4,0.376
1,0.024,0.362,9.35e-06,2,0.159,5.664,1,0.0857,164.019,4,0.491
2,0.0103,0.221,0.000523,0,0.195,4.641,1,0.0876,173.254,4,0.432
3,0.469,0.225,0.813,8,0.337,9.12,1,0.0555,93.798,4,0.5
4,0.000805,0.61,0.0928,4,0.0657,5.452,0,0.0587,139.903,4,0.51
5,0.00563,0.518,0.00349,0,0.0598,6.147,1,0.0672,117.897,4,0.249
6,0.00437,0.415,0.0345,2,0.082,9.701,1,0.0765,114.816,4,0.437
7,0.00248,0.321,0.00631,6,0.0924,4.461,1,0.204,140.574,4,0.209
8,0.00287,0.532,0.000513,7,0.39,5.509,1,0.0574,127.361,4,0.755
9,7.06e-05,0.508,0.403,9,0.0492,8.049,0,0.0368,117.582,4,0.682
10,3.75e-05,0.283,0.728,0,0.0712,7.017,1,0.111,90.791,4,0.133
11,0.0605,0.242,3.38e-05,4,0.135,5.555,0,0.115,153.738,4,0.342
12,0.000147,0.501,0.0114,4,0.217,5.175,1,0.0364,133.519,4,0.257
13,0.00111,0.474,0.00298,7,0.201,3.839,0,0.176,89.494,4,0.236
14,0.0189,0.42,0.00675,2,0.264,5.583,0,0.0638,99.641,4,0.344
15,4.15e-05,0.375,2.39e-05,0,0.262,7.17,1,0.0859,157.12,4,0.388
16,0.000779,0.431,0.000253,9,0.356,6.011,1,0.0752,96.539,4,0.365
17,0.361,0.453,0.000569,9,0.26,4.001,1,0.115,137.575,4,0.473
18,0.000308,0.366,0.000326,7,0.13,11.591,1,0.0708,106.528,4,0.131
19,0.000155,0.43,0.00221,1,0.0933,8.008,0,0.0804,118.242,4,0.703
20,0.0175,0.285,0.0575,4,0.541,6.762,0,0.0674,162.307,4,0.62
21,9.47e-06,0.225,0.762,4,0.384,11.81,0,0.0596,113.533,4,0.225
22,7.61e-05,0.469,0.118,5,0.101,12.566,1,0.0384,90.853,4,0.751
23,0.0125,0.473,0.475,10,0.268,10.671,0,0.0869,91.976,4,0.124
24,0.0762,0.319,0.129,6,0.0962,13.927,1,0.0375,149.886,4,0.383
25,0.00362,0.531,0.000347,0,0.239,8.033,1,0.0554,101.829,4,0.393
26,0.011,0.31,0.00965,9,0.0828,5.678,1,0.047,188.386,4,0.763
27,0.0638,0.461,0.0149,9,0.211,6.189,1,0.179,140.77,4,0.535
28,0.000292,0.33,0.000262,1,0.061,5.303,1,0.0562,106.807,4,0.672
29,0.000275,0.459,0.000305,4,0.141,6.518,0,0.066,95.074,4,0.517
30,6.91e-06,0.219,0.0765,0,0.0735,8.492,1,0.0927,103.885,4,0.256
31,0.000444,0.483,0.000498,0,0.287,8.033,1,0.041,90.98,4,0.58
32,8.7e-05,0.31,0.00973,9,0.417,5.236,0,0.132,118.933,4,0.0398
33,0.0716,0.337,0.00156,4,0.204,8.607,1,0.098,177.713,4,0.648
34,0.0136,0.61,1.75e-06,4,0.0606,6.046,1,0.0534,134.992,4,0.819
35,0.00325,0.483,0.00819,0,0.117,5.781,1,0.0402,135.957,4,0.697
36,0.00835,0.581,6.02e-05,6,0.142,7.262,1,0.0324,123.887,3,0.619
37,0.000417,0.301,0.295,1,0.125,4.394,0,0.159,88.15,4,0.0374
38,0.02,0.489,0.00021,0,0.113,4.615,1,0.0858,94.443,4,0.447
39,0.00111,0.437,0.0857,7,0.124,9.447,1,0.0617,102.178,3,0.413
40,0.00203,0.519,0.00055,7,0.0971,3.547,1,0.108,97.745,4,0.361
41,0.000139,0.314,0.0652,5,0.11,3.852,0,0.349,138.777,4,0.0396
42,0.0139,0.304,0.13,1,0.38,9.749,1,0.0827,102.74,4,0.429
43,8.82e-05,0.388,0.0716,1,0.0804,5.934,0,0.0775,149.89,4,0.236
44,0.000608,0.538,0.573,4,0.0946,7.658,0,0.0361,105.102,4,0.593
45,0.000117,0.27,0.000481,7,0.1,4.404,1,0.219,140.574,4,0.0397
46,0.000359,0.534,0.564,3,0.269,3.378,1,0.0535,75.005,4,0.598
47,7.85e-06,0.335,0.0334,9,0.197,10.785,0,0.0575,152.955,4,0.536
48,0.0299,0.498,0.0,8,0.106,9.48,1,0.0564,151.698,4,0.437
49,8.66e-05,0.322,0.266,9,0.136,5.446,1,0.131,112.878,4,0.271
50,0.000195,0.435,0.0847,1,0.268,4.667,0,0.16,103.16,4,0.101
51,0.000762,0.302,0.00034,2,0.0959,8.756,0,0.0582,109.937,4,0.251
52,7.95e-05,0.333,0.00239,9,0.122,4.187,0,0.106,146.369,4,0.472
53,0.00348,0.521,0.0113,2,0.391,7.699,1,0.0254,97.578,4,0.611
54,0.00344,0.338,0.00318,9,0.0384,11.51,1,0.0742,154.97,4,0.516
55,0.000212,0.274,0.0113,9,0.0993,11.541,1,0.0449,146.449,4,0.426
56,0.118,0.445,0.00661,9,0.175,12.025,1,0.0589,91.732,4,0.497
0,1.15e-05,0.13,0.00412,11,0.225,3.126,1,0.0604,185.364,4,0.505
1,0.000805,0.61,0.0928,4,0.0657,5.452,0,0.0587,139.903,4,0.51
2,0.0151,0.329,0.000685,3,0.119,4.056,0,0.214,140.082,4,0.192
3,7.95e-05,0.333,0.00239,9,0.122,4.187,0,0.106,146.369,4,0.472
4,0.000762,0.302,0.00034,2,0.0959,8.756,0,0.0582,109.937,4,0.251
5,0.0136,0.61,1.75e-06,4,0.0606,6.046,1,0.0534,134.992,4,0.819
6,7.06e-05,0.508,0.403,9,0.0492,8.049,0,0.0368,117.582,4,0.682
7,3.48e-05,0.256,0.00405,5,0.364,6.582,1,0.106,158.947,4,0.521
8,0.000419,0.176,2.62e-05,7,0.107,5.778,0,0.132,185.491,4,0.334
9,0.00293,0.538,0.124,4,0.123,6.277,0,0.0435,137.416,4,0.665
10,0.0115,0.311,0.0379,3,0.15,8.203,0,0.0308,87.807,4,0.321
11,0.000118,0.266,0.118,4,0.108,5.709,0,0.172,160.543,4,0.329
12,3.63e-05,0.649,0.469,6,0.0787,6.988,0,0.0729,131.919,4,0.623
13,0.0484,0.412,0.131,9,0.405,11.6,1,0.405,89.74,4,0.422
14,4.66e-06,0.148,0.614,9,0.0723,7.336,1,0.117,93.888,4,0.0707
15,2.73e-05,0.24,0.0354,11,0.769,10.151,0,0.1,161.887,4,0.0718
16,0.00156,0.477,0.0924,10,0.291,5.856,0,0.0778,104.03,4,0.365
17,0.0135,0.616,0.000174,11,0.119,4.464,1,0.0613,126.535,4,0.405
18,0.0319,0.405,2.82e-06,4,0.3,6.341,1,0.08,117.619,4,0.25
19,0.000374,0.433,0.000357,9,0.117,8.054,0,0.0381,91.773,4,0.323
20,0.00015,0.182,7.52e-06,4,0.18,6.098,0,0.398,157.106,4,0.246
21,0.204,0.286,0.000296,2,0.359,6.482,0,0.0587,108.269,4,0.358
22,0.00207,0.258,8.28e-06,0,0.0864,6.544,1,0.0931,196.975,4,0.623
23,0.02,0.489,0.00021,0,0.113,4.615,1,0.0858,94.443,4,0.447
24,0.00392,0.544,0.000143,9,0.168,7.383,1,0.0517,118.287,4,0.328
25,0.0146,0.491,0.16,2,0.2,7.04,1,0.0332,148.002,4,0.506
26,0.276,0.594,0.0176,7,0.0575,8.267,0,0.032,107.484,4,0.827
27,3.39e-05,0.312,0.797,5,0.227,6.15,1,0.116,185.041,4,0.196
28,0.041,0.375,1.44e-06,11,0.0949,8.334,0,0.0614,91.048,4,0.205
29,0.368,0.359,6.73e-05,1,0.0675,9.653,0,0.0352,137.775,4,0.521
30,0.00376,0.679,3.1e-05,0,0.312,6.053,1,0.0634,124.325,4,0.785
31,0.00147,0.539,0.742,8,0.151,6.651,1,0.0517,131.374,4,0.143
32,9.19e-05,0.459,1.46e-06,10,0.454,6.081,0,0.0709,119.838,4,0.548
33,0.000155,0.43,0.00221,1,0.0933,8.008,0,0.0804,118.242,4,0.703
34,7.1e-06,0.363,0.00358,5,0.0797,2.974,0,0.0776,146.018,4,0.347
35,0.000456,0.535,0.00359,7,0.356,5.372,0,0.0377,115.005,4,0.316
36,0.000194,0.363,0.000403,4,0.225,6.3,0,0.12,106.885,4,0.13
37,5.8e-05,0.462,0.00377,11,0.139,2.973,0,0.231,122.072,4,0.145
38,9.36e-05,0.504,0.0,4,0.103,4.357,1,0.0507,94.048,4,0.402
39,5.63e-05,0.512,0.000167,2,0.347,2.1,1,0.114,130.931,4,0.0601
0,0.000202,0.495,0.0,7,0.385,4.595,1,0.0731,92.004,4,0.398
1,9.74e-05,0.278,0.000135,8,0.295,3.641,0,0.0756,174.994,4,0.069
2,0.0123,0.563,0.0,7,0.102,6.207,0,0.038,115.983,4,0.231
3,0.000176,0.483,4.68e-06,4,0.264,3.205,0,0.125,112.489,4,0.141
4,0.000224,0.349,0.00013,7,0.308,3.134,1,0.166,113.75,4,0.148
5,4.39e-06,0.388,0.204,7,0.253,4.12,1,0.127,199.942,4,0.453
6,0.000144,0.594,0.000958,6,0.151,4.478,0,0.0405,128.017,4,0.788
7,5.43e-06,0.472,0.00175,8,0.268,3.9,1,0.1,129.994,4,0.217
8,4.25e-06,0.286,0.156,6,0.0825,5.182,1,0.179,195.014,4,0.239
9,6.97e-06,0.284,0.00357,10,0.119,4.326,0,0.0446,169.943,4,0.661
10,4.07e-05,0.484,0.0,6,0.375,1.465,1,0.142,105.01,4,0.301
11,3.3e-05,0.185,7.36e-05,6,0.204,4.106,0,0.087,172.083,4,0.47
12,0.000537,0.495,0.138,3,0.238,3.881,0,0.0331,160.076,4,0.611
13,0.000435,0.433,0.000173,11,0.0832,1.754,1,0.151,171.985,4,0.063
14,0.000893,0.473,0.0,6,0.0824,5.558,0,0.135,157.868,4,0.505
15,0.000367,0.497,0.0,11,0.389,4.356,0,0.072,92.022,4,0.69
16,1.38e-05,0.337,0.0,1,0.134,5.188,0,0.0358,175.976,4,0.304
17,7.85e-05,0.52,0.0703,1,0.0562,3.311,0,0.138,114.997,4,0.408
18,0.00148,0.479,0.132,4,0.364,5.634,0,0.0969,160.025,4,0.455
19,0.000938,0.501,0.0,2,0.127,5.359,0,0.0578,120.01,4,0.57
20,0.00029,0.498,0.00348,0,0.0782,4.219,0,0.0373,103.042,4,0.428
21,1.29e-05,0.295,0.0198,1,0.139,4.134,1,0.158,97.045,4,0.229
22,0.00165,0.399,5.19e-05,0,0.12,4.57,0,0.0949,75.501,4,0.294
23,0.0266,0.491,0.00128,9,0.257,3.125,1,0.0935,137.949,4,0.414
24,4e-05,0.536,8.83e-05,3,0.0804,4.597,0,0.0981,140.079,4,0.394
25,0.000173,0.341,0.0,6,0.216,5.465,1,0.0936,170.057,4,0.352
26,1.17e-05,0.252,3.78e-06,1,0.0687,5.261,0,0.257,129.936,4,0.333
27,0.000163,0.505,0.268,6,0.346,3.166,0,0.11,93.793,4,0.389
