,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,song_title,artist
1,0.563,https://api.spotify.com/v1/audio-analysis/61OHT9jMVhCpe8j20VpAqY,0.86,179875,0.605,61OHT9jMVhCpe8j20VpAqY,0.0,4,0.0933,-8.207,0,0.164,145.085,4,https://api.spotify.com/v1/tracks/61OHT9jMVhCpe8j20VpAqY,audio_features,spotify:track:61OHT9jMVhCpe8j20VpAqY,0.708,Sweet Reggae Sound,2nd Legacy
2,0.124,https://api.spotify.com/v1/audio-analysis/3Ht43pWDd8VP0NVpc7DgeB,0.684,213308,0.76,3Ht43pWDd8VP0NVpc7DgeB,2.84e-05,11,0.0843,-6.194,1,0.035,147.971,4,https://api.spotify.com/v1/tracks/3Ht43pWDd8VP0NVpc7DgeB,audio_features,spotify:track:3Ht43pWDd8VP0NVpc7DgeB,0.962,Part Time Lovers,Tribal Theory
3,0.853,https://api.spotify.com/v1/audio-analysis/1MsKU3XLo0wuVZwhRM9Qln,0.721,270125,0.41,1MsKU3XLo0wuVZwhRM9Qln,4.35e-06,3,0.155,-7.778,1,0.0605,90.079,4,https://api.spotify.com/v1/tracks/1MsKU3XLo0wuVZwhRM9Qln,audio_features,spotify:track:1MsKU3XLo0wuVZwhRM9Qln,0.871,Island Life,Typical Hawaiians
4,0.0112,https://api.spotify.com/v1/audio-analysis/2T2udEURCsfwuSnldp1DiX,0.795,239387,0.561,2T2udEURCsfwuSnldp1DiX,1.26e-06,7,0.239,-7.592,1,0.0671,123.891,4,https://api.spotify.com/v1/tracks/2T2udEURCsfwuSnldp1DiX,audio_features,spotify:track:2T2udEURCsfwuSnldp1DiX,0.58,Feel Alright,Tomorrow People
5,0.000854,https://api.spotify.com/v1/audio-analysis/1m5cqFk16Y86MPM9gs5HHn,0.641,216296,0.666,1m5cqFk16Y86MPM9gs5HHn,0.00401,2,0.265,-5.907,0,0.0382,121.545,4,https://api.spotify.com/v1/tracks/1m5cqFk16Y86MPM9gs5HHn,audio_features,spotify:track:1m5cqFk16Y86MPM9gs5HHn,0.181,Live Wire,Leilani Wolfgramm
6,0.0712,https://api.spotify.com/v1/audio-analysis/6nSnchTbtNRNFSd9Cg5Aqb,0.633,203267,0.624,6nSnchTbtNRNFSd9Cg5Aqb,0.0,7,0.338,-7.487,1,0.217,175.185,4,https://api.spotify.com/v1/tracks/6nSnchTbtNRNFSd9Cg5Aqb,audio_features,spotify:track:6nSnchTbtNRNFSd9Cg5Aqb,0.8,Addicted,Katchafire
7,0.0565,https://api.spotify.com/v1/audio-analysis/48BmdBYKua9c8LEQzelpOb,0.694,224125,0.752,48BmdBYKua9c8LEQzelpOb,2.65e-05,6,0.0709,-5.816,0,0.0332,147.958,4,https://api.spotify.com/v1/tracks/48BmdBYKua9c8LEQzelpOb,audio_features,spotify:track:48BmdBYKua9c8LEQzelpOb,0.747,Cool Cat,Lea Love
8,0.622,https://api.spotify.com/v1/audio-analysis/4mO9dJlYxQfLsdEDbdBpFX,0.573,197373,0.601,4mO9dJlYxQfLsdEDbdBpFX,0.0,11,0.366,-5.993,0,0.0461,119.96,4,https://api.spotify.com/v1/tracks/4mO9dJlYxQfLsdEDbdBpFX,audio_features,spotify:track:4mO9dJlYxQfLsdEDbdBpFX,0.636,Shaky Girl,Damon Williams
9,0.845,https://api.spotify.com/v1/audio-analysis/3X1p2pyKbsJnkPyISqyCqk,0.698,197027,0.289,3X1p2pyKbsJnkPyISqyCqk,7.35e-06,0,0.098,-9.83,1,0.0344,89.899,4,https://api.spotify.com/v1/tracks/3X1p2pyKbsJnkPyISqyCqk,audio_features,spotify:track:3X1p2pyKbsJnkPyISqyCqk,0.538,Sea of Love,Kimie Miner
10,0.0581,https://api.spotify.com/v1/audio-analysis/1x2JjoTVE38EM1OchXEPdc,0.849,238875,0.66,1x2JjoTVE38EM1OchXEPdc,0.0,6,0.194,-6.122,0,0.0467,130.115,4,https://api.spotify.com/v1/tracks/1x2JjoTVE38EM1OchXEPdc,audio_features,spotify:track:1x2JjoTVE38EM1OchXEPdc,0.886,Picture Perfect,The Jimmy Weeks Project
11,0.00135,https://api.spotify.com/v1/audio-analysis/2GfYZDRWmnRmvrHqT77AU8,0.646,246489,0.634,2GfYZDRWmnRmvrHqT77AU8,0.0,7,0.327,-7.477,0,0.0436,160.061,4,https://api.spotify.com/v1/tracks/2GfYZDRWmnRmvrHqT77AU8,audio_features,spotify:track:2GfYZDRWmnRmvrHqT77AU8,0.555,We Are Culture.,Culture Crew
12,0.331,https://api.spotify.com/v1/audio-analysis/7w5e3qxXquDzhbdyMKKXDD,0.879,283973,0.533,7w5e3qxXquDzhbdyMKKXDD,0.0,7,0.0719,-8.509,1,0.0799,132.058,4,https://api.spotify.com/v1/tracks/7w5e3qxXquDzhbdyMKKXDD,audio_features,spotify:track:7w5e3qxXquDzhbdyMKKXDD,0.566,Loss for Words,Landon McNamara
13,0.214,https://api.spotify.com/v1/audio-analysis/011xoKDagylY12ofOd3qUX,0.715,203413,0.687,011xoKDagylY12ofOd3qUX,0.0,10,0.0519,-4.459,1,0.0343,138.005,4,https://api.spotify.com/v1/tracks/011xoKDagylY12ofOd3qUX,audio_features,spotify:track:011xoKDagylY12ofOd3qUX,0.963,Mixed Feelings,Anuhea
14,0.0957,https://api.spotify.com/v1/audio-analysis/2silWbBZuIipU5FBRmYo6S,0.822,220833,0.528,2silWbBZuIipU5FBRmYo6S,0.0,0,0.303,-8.849,1,0.174,143.937,4,https://api.spotify.com/v1/tracks/2silWbBZuIipU5FBRmYo6S,audio_features,spotify:track:2silWbBZuIipU5FBRmYo6S,0.916,Golden Touch,Junior Maile
