,Unnamed: 0,Unnamed: 0.1,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,song_title,artist,rock,funk,eletronica,rap,sertanejo,metal,vaporwave,samba,classica,pop,mpb,punk,reggae,jazz,blues
576,576,86,0.0117,https://api.spotify.com/v1/audio-analysis/3cpOqFZ30z5cUJUC9MYaar,0.528,215960,0.723,3cpOqFZ30z5cUJUC9MYaar,0.0,10,0.117,-3.975,0,0.0328,144.026,4,https://api.spotify.com/v1/tracks/3cpOqFZ30z5cUJUC9MYaar,audio_features,spotify:track:3cpOqFZ30z5cUJUC9MYaar,0.359,Start A Riot,BANNERS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,577,87,0.00126,https://api.spotify.com/v1/audio-analysis/1WGUQPLoro18HKQreniEEP,0.534,180454,0.882,1WGUQPLoro18HKQreniEEP,3.65e-05,2,0.174,-5.834,1,0.0501,126.943,4,https://api.spotify.com/v1/tracks/1WGUQPLoro18HKQreniEEP,audio_features,spotify:track:1WGUQPLoro18HKQreniEEP,0.5710000000000001,At Most A Kiss,Blossoms,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,578,88,0.00035,https://api.spotify.com/v1/audio-analysis/4QtLAq3yUN0gqHMsuJlcAu,0.485,238293,0.7979999999999999,4QtLAq3yUN0gqHMsuJlcAu,0.000184,1,0.0584,-5.5870000000000015,0,0.0375,125.982,4,https://api.spotify.com/v1/tracks/4QtLAq3yUN0gqHMsuJlcAu,audio_features,spotify:track:4QtLAq3yUN0gqHMsuJlcAu,0.472,The Contract,Area 11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,579,89,2.95e-05,https://api.spotify.com/v1/audio-analysis/6Muhl8sEPbYbx0phuo2hQb,0.335,202734,0.89,6Muhl8sEPbYbx0phuo2hQb,0.633,11,0.14300000000000002,-3.091,0,0.0675,184.892,4,https://api.spotify.com/v1/tracks/6Muhl8sEPbYbx0phuo2hQb,audio_features,spotify:track:6Muhl8sEPbYbx0phuo2hQb,0.392,Drop,Estrons,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,580,90,0.266,https://api.spotify.com/v1/audio-analysis/7lNQ4YZEAZc1nvfSNPzSvU,0.728,214333,0.486,7lNQ4YZEAZc1nvfSNPzSvU,1.58e-06,2,0.098,-6.653,0,0.0523,62.46,4,https://api.spotify.com/v1/tracks/7lNQ4YZEAZc1nvfSNPzSvU,audio_features,spotify:track:7lNQ4YZEAZc1nvfSNPzSvU,0.5579999999999999,River,Bishop Briggs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,581,91,0.00314,https://api.spotify.com/v1/audio-analysis/5h27GYpKZWWhFov8fOunF6,0.231,300720,0.919,5h27GYpKZWWhFov8fOunF6,0.00451,2,0.0643,-6.182,0,0.0728,146.944,4,https://api.spotify.com/v1/tracks/5h27GYpKZWWhFov8fOunF6,audio_features,spotify:track:5h27GYpKZWWhFov8fOunF6,0.131,What Went Down,Foals,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,582,92,0.299,https://api.spotify.com/v1/audio-analysis/3agF6cOdmdoiKPllvjzyYq,0.612,233760,0.421,3agF6cOdmdoiKPllvjzyYq,1.38e-06,11,0.0963,-9.37,1,0.0269,113.005,4,https://api.spotify.com/v1/tracks/3agF6cOdmdoiKPllvjzyYq,audio_features,spotify:track:3agF6cOdmdoiKPllvjzyYq,0.28,Medicine,Biffy Clyro,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,583,93,0.262,https://api.spotify.com/v1/audio-analysis/3MjrueDQKVr6xDDseZwhEd,0.657,184053,0.8170000000000001,3MjrueDQKVr6xDDseZwhEd,0.00674,0,0.248,-4.415,1,0.0554,107.995,4,https://api.spotify.com/v1/tracks/3MjrueDQKVr6xDDseZwhEd,audio_features,spotify:track:3MjrueDQKVr6xDDseZwhEd,0.6509999999999999,Figure It Out,Royal Blood,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,584,94,0.00204,https://api.spotify.com/v1/audio-analysis/2qp2GvKSEXc97ckv0zrmuX,0.455,190391,0.903,2qp2GvKSEXc97ckv0zrmuX,0.0,4,0.0598,-3.797,1,0.0789,122.981,4,https://api.spotify.com/v1/tracks/2qp2GvKSEXc97ckv0zrmuX,audio_features,spotify:track:2qp2GvKSEXc97ckv0zrmuX,0.546,Shaking In The Water,The XCERTS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,585,95,0.0215,https://api.spotify.com/v1/audio-analysis/2bXppHRsro1ALetbcrajkl,0.532,207335,0.908,2bXppHRsro1ALetbcrajkl,5.3799999999999986e-05,7,0.618,-2.499,1,0.121,142.088,4,https://api.spotify.com/v1/tracks/2bXppHRsro1ALetbcrajkl,audio_features,spotify:track:2bXppHRsro1ALetbcrajkl,0.5,Turn Up,The Heavy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,586,96,0.00012,https://api.spotify.com/v1/audio-analysis/3vMnbmRQgYaw52Ahs48wHl,0.44,223063,0.955,3vMnbmRQgYaw52Ahs48wHl,0.000132,10,0.109,-4.114,1,0.0603,145.004,4,https://api.spotify.com/v1/tracks/3vMnbmRQgYaw52Ahs48wHl,audio_features,spotify:track:3vMnbmRQgYaw52Ahs48wHl,0.35200000000000004,Overdrive,Fightstar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,587,97,0.000385,https://api.spotify.com/v1/audio-analysis/7msUsozEfRrk9ZDvk1ncgR,0.401,240667,0.904,7msUsozEfRrk9ZDvk1ncgR,1.63e-06,11,0.0643,-5.2970000000000015,0,0.098,153.422,4,https://api.spotify.com/v1/tracks/7msUsozEfRrk9ZDvk1ncgR,audio_features,spotify:track:7msUsozEfRrk9ZDvk1ncgR,0.251,Captivate You,Marmozets,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,588,98,0.0609,https://api.spotify.com/v1/audio-analysis/77KViZcDsFHD2Axz531cJc,0.703,221697,0.8140000000000001,77KViZcDsFHD2Axz531cJc,0.000909,11,0.279,-6.4620000000000015,0,0.0374,129.976,4,https://api.spotify.com/v1/tracks/77KViZcDsFHD2Axz531cJc,audio_features,spotify:track:77KViZcDsFHD2Axz531cJc,0.524,Distant Past,Everything Everything,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,589,99,0.0306,https://api.spotify.com/v1/audio-analysis/2Nr1C6IbNHkVxXWc9l9QLB,0.579,190867,0.917,2Nr1C6IbNHkVxXWc9l9QLB,0.000579,5,0.14300000000000002,-5.4,1,0.048,121.989,4,https://api.spotify.com/v1/tracks/2Nr1C6IbNHkVxXWc9l9QLB,audio_features,spotify:track:2Nr1C6IbNHkVxXWc9l9QLB,0.387,Luna,Bombay Bicycle Club,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,590,0,0.0538,https://api.spotify.com/v1/audio-analysis/2QGuFhaQDrGKqtkOgItDJS,0.636,224973,0.858,2QGuFhaQDrGKqtkOgItDJS,9.09e-06,1,0.552,-5.496,0,0.0427,88.147,4,https://api.spotify.com/v1/tracks/2QGuFhaQDrGKqtkOgItDJS,audio_features,spotify:track:2QGuFhaQDrGKqtkOgItDJS,0.877,Zoio De Lula - Ao Vivo,Charlie Brown Jr.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
