,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,song_title,artist,rock,funk,eletronica,rap,sertanejo,metal
43,0.00646,https://api.spotify.com/v1/audio-analysis/0MHJ3Obkdl3EN29A8nv6uz,0.617,238594,0.945,0MHJ3Obkdl3EN29A8nv6uz,2.11e-05,10,0.501,2.748,0,0.205,127.986,4,https://api.spotify.com/v1/tracks/0MHJ3Obkdl3EN29A8nv6uz,audio_features,spotify:track:0MHJ3Obkdl3EN29A8nv6uz,0.293,Feel The Volume - JOYRYDE 'Stick It In Reverse' Mix,Jauz,0,0,1,0,0,0
44,0.435,https://api.spotify.com/v1/audio-analysis/4WTpRSBkVNm2aa2IuFXrsT,0.697,298199,0.585,4WTpRSBkVNm2aa2IuFXrsT,0.832,3,0.105,10.216,0,0.0279,125.019,4,https://api.spotify.com/v1/tracks/4WTpRSBkVNm2aa2IuFXrsT,audio_features,spotify:track:4WTpRSBkVNm2aa2IuFXrsT,0.584,Won't Let You Down,Maya Jane Coles,0,0,1,0,0,0
45,0.256,https://api.spotify.com/v1/audio-analysis/7vGuf3Y35N4wmASOKLUVVU,0.52,180823,0.761,7vGuf3Y35N4wmASOKLUVVU,4.96e-06,4,0.17,3.093,1,0.0853,141.971,4,https://api.spotify.com/v1/tracks/7vGuf3Y35N4wmASOKLUVVU,audio_features,spotify:track:7vGuf3Y35N4wmASOKLUVVU,0.286,Silence,Marshmello,0,0,1,0,0,0
46,0.0166,https://api.spotify.com/v1/audio-analysis/2CkNxPDokO8Rp83H504VUJ,0.527,206907,0.851,2CkNxPDokO8Rp83H504VUJ,0.0,11,0.0493,4.102,1,0.0509,96.962,4,https://api.spotify.com/v1/tracks/2CkNxPDokO8Rp83H504VUJ,audio_features,spotify:track:2CkNxPDokO8Rp83H504VUJ,0.49,Light Me Up,FTampa,0,0,1,0,0,0
47,0.00179,https://api.spotify.com/v1/audio-analysis/6WbADFqMvR8N5u0BvtsWQE,0.652,181673,0.855,6WbADFqMvR8N5u0BvtsWQE,0.0,2,0.0404,4.832,1,0.0441,134.009,4,https://api.spotify.com/v1/tracks/6WbADFqMvR8N5u0BvtsWQE,audio_features,spotify:track:6WbADFqMvR8N5u0BvtsWQE,0.279,Without You (feat. Sandro Cavazza),Avicii,0,0,1,0,0,0
48,0.0323,https://api.spotify.com/v1/audio-analysis/4q8PHoRsPUB52LFylX8Ulz,0.645,203000,0.741,4q8PHoRsPUB52LFylX8Ulz,0.0,5,0.29,4.989,0,0.0339,123.07,4,https://api.spotify.com/v1/tracks/4q8PHoRsPUB52LFylX8Ulz,audio_features,spotify:track:4q8PHoRsPUB52LFylX8Ulz,0.534,More Than You Know,Axwell /\ Ingrosso,0,0,1,0,0,0
49,0.00217,https://api.spotify.com/v1/audio-analysis/1pDDDtySN1U57vTmCexPmu,0.672,210421,0.782,1pDDDtySN1U57vTmCexPmu,0.000926,11,0.169,5.648,0,0.0322,124.026,4,https://api.spotify.com/v1/tracks/1pDDDtySN1U57vTmCexPmu,audio_features,spotify:track:1pDDDtySN1U57vTmCexPmu,0.0898,Sober,Cat Dealers,0,0,1,0,0,0
0,9.22e-05,https://api.spotify.com/v1/audio-analysis/2eIqsDLYwcHvhyuOH6BjBe,0.711,193548,0.67,2eIqsDLYwcHvhyuOH6BjBe,0.875,1,0.0905,7.57,1,0.0304,124.019,4,https://api.spotify.com/v1/tracks/2eIqsDLYwcHvhyuOH6BjBe,audio_features,spotify:track:2eIqsDLYwcHvhyuOH6BjBe,0.0391,Memories,Vintage Culture,0,0,1,0,0,0
1,9.29e-05,https://api.spotify.com/v1/audio-analysis/7o66oPdBOYbA5xwJxhlDTR,0.804,147692,0.783,7o66oPdBOYbA5xwJxhlDTR,0.0511,1,0.256,6.155,1,0.0803,129.977,4,https://api.spotify.com/v1/tracks/7o66oPdBOYbA5xwJxhlDTR,audio_features,spotify:track:7o66oPdBOYbA5xwJxhlDTR,0.782,2nite - Groove Delight & Invad3r Remix,Felguk,0,0,1,0,0,0
2,0.265,https://api.spotify.com/v1/audio-analysis/4MFJja8C5DQGWstBew2BUC,0.686,182521,0.817,4MFJja8C5DQGWstBew2BUC,0.000186,2,0.415,6.035,1,0.046,121.996,4,https://api.spotify.com/v1/tracks/4MFJja8C5DQGWstBew2BUC,audio_features,spotify:track:4MFJja8C5DQGWstBew2BUC,0.474,Coastline,Liu,0,0,1,0,0,0
3,0.00285,https://api.spotify.com/v1/audio-analysis/50WnsFeMzoirTg90NCNv4Q,0.722,226452,0.736,50WnsFeMzoirTg90NCNv4Q,8.3e-05,9,0.347,3.948,1,0.0443,124.009,4,https://api.spotify.com/v1/tracks/50WnsFeMzoirTg90NCNv4Q,audio_features,spotify:track:50WnsFeMzoirTg90NCNv4Q,0.561,Take Me Out,Bruno Be,0,0,1,0,0,0
4,0.00382,https://api.spotify.com/v1/audio-analysis/4C6IBSWdeKpiEChXGhZaRs,0.592,168917,0.882,4C6IBSWdeKpiEChXGhZaRs,0.0,11,0.298,5.055,0,0.0358,123.958,4,https://api.spotify.com/v1/tracks/4C6IBSWdeKpiEChXGhZaRs,audio_features,spotify:track:4C6IBSWdeKpiEChXGhZaRs,0.577,Road,Bruno Martini,0,0,1,0,0,0
5,0.00591,https://api.spotify.com/v1/audio-analysis/3QVLyVPY6fB6l9xjQ23VlH,0.711,161429,0.701,3QVLyVPY6fB6l9xjQ23VlH,0.596,9,0.954,6.983,1,0.0413,126.063,4,https://api.spotify.com/v1/tracks/3QVLyVPY6fB6l9xjQ23VlH,audio_features,spotify:track:3QVLyVPY6fB6l9xjQ23VlH,0.552,Calabria,Cat Dealers,0,0,1,0,0,0
6,0.113,https://api.spotify.com/v1/audio-analysis/71P1N0X76YtZMbBIGG47un,0.647,182147,0.713,71P1N0X76YtZMbBIGG47un,0.00703,4,0.146,5.874,1,0.0256,124.982,4,https://api.spotify.com/v1/tracks/71P1N0X76YtZMbBIGG47un,audio_features,spotify:track:71P1N0X76YtZMbBIGG47un,0.277,Big Jet Plane,Alok,0,0,1,0,0,0
7,0.472,https://api.spotify.com/v1/audio-analysis/0S57JHaDSX6xN80YViQydJ,0.685,176000,0.668,0S57JHaDSX6xN80YViQydJ,1.67e-06,4,0.0817,4.122,0,0.0452,90.004,4,https://api.spotify.com/v1/tracks/0S57JHaDSX6xN80YViQydJ,audio_features,spotify:track:0S57JHaDSX6xN80YViQydJ,0.224,In My Soul,WAO,0,0,1,0,0,0
8,0.193,https://api.spotify.com/v1/audio-analysis/0qVVWRuQfuVV3Qfeb6E9fi,0.805,199440,0.638,0qVVWRuQfuVV3Qfeb6E9fi,0.00299,9,0.584,7.137,1,0.0451,122.99,4,https://api.spotify.com/v1/tracks/0qVVWRuQfuVV3Qfeb6E9fi,audio_features,spotify:track:0qVVWRuQfuVV3Qfeb6E9fi,0.661,So Bad,VINNE,0,0,1,0,0,0
9,0.0172,https://api.spotify.com/v1/audio-analysis/1Mjn9kjt2RSxh1JPW1YCzD,0.594,188000,0.88,1Mjn9kjt2RSxh1JPW1YCzD,1.39e-05,7,0.697,5.554,0,0.0406,120.035,4,https://api.spotify.com/v1/tracks/1Mjn9kjt2RSxh1JPW1YCzD,audio_features,spotify:track:1Mjn9kjt2RSxh1JPW1YCzD,0.234,Always Summer,Dubdogz,0,0,1,0,0,0
10,0.0868,https://api.spotify.com/v1/audio-analysis/1nZktjRTpvyL7l5Piget0G,0.808,211935,0.694,1nZktjRTpvyL7l5Piget0G,0.0638,2,0.0613,5.753,0,0.173,123.954,3,https://api.spotify.com/v1/tracks/1nZktjRTpvyL7l5Piget0G,audio_features,spotify:track:1nZktjRTpvyL7l5Piget0G,0.266,Cold Heart,Bhaskar,0,0,1,0,0,0
11,0.0274,https://api.spotify.com/v1/audio-analysis/5xTQnsFh1IeQjCwhpZNb6P,0.754,200488,0.815,5xTQnsFh1IeQjCwhpZNb6P,0.000238,6,0.286,5.684,0,0.0485,122.998,4,https://api.spotify.com/v1/tracks/5xTQnsFh1IeQjCwhpZNb6P,audio_features,spotify:track:5xTQnsFh1IeQjCwhpZNb6P,0.352,Someday - Radio Mix,Rakka,0,0,1,0,0,0
12,0.0688,https://api.spotify.com/v1/audio-analysis/4O50bT2bZXNSBlaEbLewjq,0.772,173115,0.653,4O50bT2bZXNSBlaEbLewjq,0.000693,6,0.0409,3.944,0,0.0303,122.022,4,https://api.spotify.com/v1/tracks/4O50bT2bZXNSBlaEbLewjq,audio_features,spotify:track:4O50bT2bZXNSBlaEbLewjq,0.256,Make Me Wanna,Selva,0,0,1,0,0,0
13,0.0561,https://api.spotify.com/v1/audio-analysis/36jWNNLzKKKlWYArwm2yim,0.711,224262,0.716,36jWNNLzKKKlWYArwm2yim,0.0246,11,0.278,4.941,0,0.0302,122.026,4,https://api.spotify.com/v1/tracks/36jWNNLzKKKlWYArwm2yim,audio_features,spotify:track:36jWNNLzKKKlWYArwm2yim,0.268,Too Close,GHOSTT,0,0,1,0,0,0
14,0.00271,https://api.spotify.com/v1/audio-analysis/4XmeDoWEMBG6Km2Ts6brCt,0.652,191024,0.94,4XmeDoWEMBG6Km2Ts6brCt,9.77e-06,11,0.183,3.837,0,0.0377,124.029,4,https://api.spotify.com/v1/tracks/4XmeDoWEMBG6Km2Ts6brCt,audio_features,spotify:track:4XmeDoWEMBG6Km2Ts6brCt,0.886,Monday,Vintage Culture,0,0,1,0,0,0
15,0.0933,https://api.spotify.com/v1/audio-analysis/46mmswGEhYJcqRG7LjehLA,0.89,210634,0.739,46mmswGEhYJcqRG7LjehLA,0.047,10,0.112,4.98,0,0.0749,101.978,4,https://api.spotify.com/v1/tracks/46mmswGEhYJcqRG7LjehLA,audio_features,spotify:track:46mmswGEhYJcqRG7LjehLA,0.26,Feelings,El Baile,0,0,1,0,0,0
16,0.407,https://api.spotify.com/v1/audio-analysis/48eDZ4XWpVtdJ4KL9COzll,0.556,173929,0.827,48eDZ4XWpVtdJ4KL9COzll,5.9e-06,10,0.19,4.905,1,0.135,89.861,4,https://api.spotify.com/v1/tracks/48eDZ4XWpVtdJ4KL9COzll,audio_features,spotify:track:48eDZ4XWpVtdJ4KL9COzll,0.377,23 as 5,E-Cologyk,0,0,1,0,0,0
17,0.0141,https://api.spotify.com/v1/audio-analysis/3IL6t7X9IH0CmwoqSJeX9J,0.783,192062,0.794,3IL6t7X9IH0CmwoqSJeX9J,0.857,7,0.274,5.705,1,0.126,123.07,4,https://api.spotify.com/v1/tracks/3IL6t7X9IH0CmwoqSJeX9J,audio_features,spotify:track:3IL6t7X9IH0CmwoqSJeX9J,0.413,Illusion,JØRD,0,0,1,0,0,0
18,0.0402,https://api.spotify.com/v1/audio-analysis/0bVp6yZEUrJzOm2agoFYZm,0.828,211024,0.849,0bVp6yZEUrJzOm2agoFYZm,0.00163,10,0.457,5.25,0,0.0515,121.972,4,https://api.spotify.com/v1/tracks/0bVp6yZEUrJzOm2agoFYZm,audio_features,spotify:track:0bVp6yZEUrJzOm2agoFYZm,0.643,Human (Remix),Vintage Culture,0,0,1,0,0,0
19,0.0182,https://api.spotify.com/v1/audio-analysis/5qKsOwqpwg1s8gvYpnR8Fl,0.858,184056,0.681,5qKsOwqpwg1s8gvYpnR8Fl,4.24e-06,0,0.261,4.916,0,0.0541,123.986,4,https://api.spotify.com/v1/tracks/5qKsOwqpwg1s8gvYpnR8Fl,audio_features,spotify:track:5qKsOwqpwg1s8gvYpnR8Fl,0.767,Not the Right Guy - Radio Mix,SUBB,0,0,1,0,0,0
20,0.032,https://api.spotify.com/v1/audio-analysis/7yLCJHh9fuaiMgcV4TlXLr,0.853,225260,0.552,7yLCJHh9fuaiMgcV4TlXLr,0.777,6,0.0667,7.243,0,0.0492,119.974,4,https://api.spotify.com/v1/tracks/7yLCJHh9fuaiMgcV4TlXLr,audio_features,spotify:track:7yLCJHh9fuaiMgcV4TlXLr,0.36,Memories of You,Bhaskar,0,0,1,0,0,0
21,0.00893,https://api.spotify.com/v1/audio-analysis/7CdDBSaHDOlp6hSPpsmS1a,0.666,210000,0.698,7CdDBSaHDOlp6hSPpsmS1a,0.000173,2,0.131,6.46,0,0.0419,124.013,4,https://api.spotify.com/v1/tracks/7CdDBSaHDOlp6hSPpsmS1a,audio_features,spotify:track:7CdDBSaHDOlp6hSPpsmS1a,0.491,Heavy Dirty Soul,Bruno Be,0,0,1,0,0,0
22,0.142,https://api.spotify.com/v1/audio-analysis/0XcuBfglpHdhOoIdaSEjAv,0.814,314762,0.63,0XcuBfglpHdhOoIdaSEjAv,0.00418,11,0.0586,5.615,0,0.0426,126.003,4,https://api.spotify.com/v1/tracks/0XcuBfglpHdhOoIdaSEjAv,audio_features,spotify:track:0XcuBfglpHdhOoIdaSEjAv,0.615,Uma Noite e 1/2,Jetlag Music,0,0,1,0,0,0
23,0.00262,https://api.spotify.com/v1/audio-analysis/0NLNSQOsEJxqT9ot7zXO1v,0.636,255457,0.724,0NLNSQOsEJxqT9ot7zXO1v,0.0311,11,0.14,5.943,0,0.0543,123.942,4,https://api.spotify.com/v1/tracks/0NLNSQOsEJxqT9ot7zXO1v,audio_features,spotify:track:0NLNSQOsEJxqT9ot7zXO1v,0.22,Cyclone,Chris Leão,0,0,1,0,0,0
24,0.0353,https://api.spotify.com/v1/audio-analysis/68c8qaChNLXdBvFPCSQz4d,0.709,162581,0.74,68c8qaChNLXdBvFPCSQz4d,0.0603,5,0.13,5.783,1,0.0545,124.144,4,https://api.spotify.com/v1/tracks/68c8qaChNLXdBvFPCSQz4d,audio_features,spotify:track:68c8qaChNLXdBvFPCSQz4d,0.131,Suavemente,KVSH,0,0,1,0,0,0
25,0.214,https://api.spotify.com/v1/audio-analysis/7DjNulvhdv50tAxymUQswF,0.681,173538,0.681,7DjNulvhdv50tAxymUQswF,0.00489,8,0.13,6.079,0,0.0473,130.088,4,https://api.spotify.com/v1/tracks/7DjNulvhdv50tAxymUQswF,audio_features,spotify:track:7DjNulvhdv50tAxymUQswF,0.125,Macete,Maffalda,0,0,1,0,0,0
26,0.0166,https://api.spotify.com/v1/audio-analysis/2CkNxPDokO8Rp83H504VUJ,0.527,206907,0.851,2CkNxPDokO8Rp83H504VUJ,0.0,11,0.0493,4.102,1,0.0509,96.962,4,https://api.spotify.com/v1/tracks/2CkNxPDokO8Rp83H504VUJ,audio_features,spotify:track:2CkNxPDokO8Rp83H504VUJ,0.49,Light Me Up,FTampa,0,0,1,0,0,0
27,0.668,https://api.spotify.com/v1/audio-analysis/1u4pv4vnVOwsoDNGmmSVdX,0.574,215478,0.723,1u4pv4vnVOwsoDNGmmSVdX,0.00279,0,0.137,7.787,1,0.0342,114.997,4,https://api.spotify.com/v1/tracks/1u4pv4vnVOwsoDNGmmSVdX,audio_features,spotify:track:1u4pv4vnVOwsoDNGmmSVdX,0.485,A Star Named After You,Kyber Krystals,0,0,1,0,0,0
28,0.0199,https://api.spotify.com/v1/audio-analysis/37wH2003LMMP3lIiufFcqZ,0.687,223660,0.777,37wH2003LMMP3lIiufFcqZ,0.00266,3,0.207,5.3,1,0.037,121.029,4,https://api.spotify.com/v1/tracks/37wH2003LMMP3lIiufFcqZ,audio_features,spotify:track:37wH2003LMMP3lIiufFcqZ,0.632,My Way,Evokings,0,0,1,0,0,0
29,0.0177,https://api.spotify.com/v1/audio-analysis/66z0xGAqlmEJygYc5ITGzb,0.781,222581,0.769,66z0xGAqlmEJygYc5ITGzb,0.000412,8,0.361,4.558,1,0.158,124.015,4,https://api.spotify.com/v1/tracks/66z0xGAqlmEJygYc5ITGzb,audio_features,spotify:track:66z0xGAqlmEJygYc5ITGzb,0.145,Love Is Blue - Rivas (BR) Radio Remix,Marcelo CIC,0,0,1,0,0,0
30,0.0079,https://api.spotify.com/v1/audio-analysis/07PaJim178URQB183qXEiQ,0.74,291433,0.703,07PaJim178URQB183qXEiQ,0.0299,2,0.326,6.812,0,0.0359,120.992,4,https://api.spotify.com/v1/tracks/07PaJim178URQB183qXEiQ,audio_features,spotify:track:07PaJim178URQB183qXEiQ,0.137,Away We Go,RADIØMATIK,0,0,1,0,0,0
31,0.00217,https://api.spotify.com/v1/audio-analysis/1pDDDtySN1U57vTmCexPmu,0.672,210421,0.782,1pDDDtySN1U57vTmCexPmu,0.000926,11,0.169,5.648,0,0.0322,124.026,4,https://api.spotify.com/v1/tracks/1pDDDtySN1U57vTmCexPmu,audio_features,spotify:track:1pDDDtySN1U57vTmCexPmu,0.0898,Sober,Cat Dealers,0,0,1,0,0,0
32,0.19,https://api.spotify.com/v1/audio-analysis/6MPGR5F2KiceFIJBeuaVrC,0.574,219025,0.699,6MPGR5F2KiceFIJBeuaVrC,0.0,11,0.0767,5.828,0,0.0332,99.93,4,https://api.spotify.com/v1/tracks/6MPGR5F2KiceFIJBeuaVrC,audio_features,spotify:track:6MPGR5F2KiceFIJBeuaVrC,0.305,You and I,The Kraken Music,0,0,1,0,0,0
33,0.00126,https://api.spotify.com/v1/audio-analysis/7ao7IrptLu7xX7mMQoPeGG,0.731,210156,0.727,7ao7IrptLu7xX7mMQoPeGG,5.98e-05,7,0.396,5.307,1,0.0965,123.024,4,https://api.spotify.com/v1/tracks/7ao7IrptLu7xX7mMQoPeGG,audio_features,spotify:track:7ao7IrptLu7xX7mMQoPeGG,0.436,Later,Vintage Culture,0,0,1,0,0,0
34,0.508,https://api.spotify.com/v1/audio-analysis/0hPI50BO2ExTbGCg6RhX21,0.839,219693,0.525,0hPI50BO2ExTbGCg6RhX21,0.0186,2,0.122,7.468,0,0.0419,124.013,4,https://api.spotify.com/v1/tracks/0hPI50BO2ExTbGCg6RhX21,audio_features,spotify:track:0hPI50BO2ExTbGCg6RhX21,0.46,This City,Bhaskar,0,0,1,0,0,0
35,0.131,https://api.spotify.com/v1/audio-analysis/1GdTBj3u51LyS5PjigpVGV,0.651,213359,0.859,1GdTBj3u51LyS5PjigpVGV,0.0,5,0.0901,3.679,1,0.0583,115.059,4,https://api.spotify.com/v1/tracks/1GdTBj3u51LyS5PjigpVGV,audio_features,spotify:track:1GdTBj3u51LyS5PjigpVGV,0.326,Paralyzed,Andy Bianchini,0,0,1,0,0,0
36,0.392,https://api.spotify.com/v1/audio-analysis/5knrAEjUMh6T2kDCN7YD2b,0.833,203586,0.748,5knrAEjUMh6T2kDCN7YD2b,0.000758,8,0.0809,5.496,0,0.034,121.999,4,https://api.spotify.com/v1/tracks/5knrAEjUMh6T2kDCN7YD2b,audio_features,spotify:track:5knrAEjUMh6T2kDCN7YD2b,0.888,Sun Goes Down,Bruno Martini,0,0,1,0,0,0
37,0.00497,https://api.spotify.com/v1/audio-analysis/4rFclz5xcPHFHwQjOiKwbg,0.802,198058,0.623,4rFclz5xcPHFHwQjOiKwbg,0.00222,0,0.264,6.553,0,0.0441,122.0,4,https://api.spotify.com/v1/tracks/4rFclz5xcPHFHwQjOiKwbg,audio_features,spotify:track:4rFclz5xcPHFHwQjOiKwbg,0.265,The Bad Touch,Chris Leão,0,0,1,0,0,0
38,0.101,https://api.spotify.com/v1/audio-analysis/0ItByEO3fPwKUy6IYuqQJ8,0.575,227148,0.846,0ItByEO3fPwKUy6IYuqQJ8,0.00799,9,0.123,7.103,1,0.0341,104.982,4,https://api.spotify.com/v1/tracks/0ItByEO3fPwKUy6IYuqQJ8,audio_features,spotify:track:0ItByEO3fPwKUy6IYuqQJ8,0.0375,Feel Your Heart,Be Lion,0,0,1,0,0,0
39,0.00765,https://api.spotify.com/v1/audio-analysis/00RD716FpcT7WbeOTtcXXd,0.796,260023,0.853,00RD716FpcT7WbeOTtcXXd,0.000393,2,0.0691,5.744,1,0.171,125.98,4,https://api.spotify.com/v1/tracks/00RD716FpcT7WbeOTtcXXd,audio_features,spotify:track:00RD716FpcT7WbeOTtcXXd,0.508,Why Don't U Love - Felguk Remix,Vintage Culture,0,0,1,0,0,0
40,0.0432,https://api.spotify.com/v1/audio-analysis/1ZjWuBm1NmY0YH0kPebYbn,0.746,225484,0.686,1ZjWuBm1NmY0YH0kPebYbn,0.0,9,0.12,5.57,0,0.0957,123.938,4,https://api.spotify.com/v1/tracks/1ZjWuBm1NmY0YH0kPebYbn,audio_features,spotify:track:1ZjWuBm1NmY0YH0kPebYbn,0.641,Ela é de SP,DANNE,0,0,1,0,0,0
41,0.00267,https://api.spotify.com/v1/audio-analysis/0UDVKcpDded5Kk9vR7lAwd,0.691,215806,0.771,0UDVKcpDded5Kk9vR7lAwd,2.65e-05,0,0.0757,4.675,1,0.0371,124.024,3,https://api.spotify.com/v1/tracks/0UDVKcpDded5Kk9vR7lAwd,audio_features,spotify:track:0UDVKcpDded5Kk9vR7lAwd,0.421,On Fire,LIVIT,0,0,1,0,0,0
42,0.047,https://api.spotify.com/v1/audio-analysis/7pmr4uB4L52gpCA1z4SICt,0.691,421406,0.843,7pmr4uB4L52gpCA1z4SICt,0.902,10,0.0744,7.538,0,0.047,119.999,4,https://api.spotify.com/v1/tracks/7pmr4uB4L52gpCA1z4SICt,audio_features,spotify:track:7pmr4uB4L52gpCA1z4SICt,0.0551,Raining Again,Nato Medrado,0,0,1,0,0,0
43,0.141,https://api.spotify.com/v1/audio-analysis/72jW7XpxlhT95QVLPLbsBm,0.764,160020,0.659,72jW7XpxlhT95QVLPLbsBm,0.00379,5,0.121,7.629,0,0.0881,125.994,4,https://api.spotify.com/v1/tracks/72jW7XpxlhT95QVLPLbsBm,audio_features,spotify:track:72jW7XpxlhT95QVLPLbsBm,0.323,Infinito Particular - Bhaskar Remix,Bhaskar,0,0,1,0,0,0
44,0.033,https://api.spotify.com/v1/audio-analysis/24putRJqkmdXxfKq5OI4TC,0.602,218250,0.769,24putRJqkmdXxfKq5OI4TC,9.27e-06,9,0.102,5.194,1,0.0667,160.098,4,https://api.spotify.com/v1/tracks/24putRJqkmdXxfKq5OI4TC,audio_features,spotify:track:24putRJqkmdXxfKq5OI4TC,0.331,Love Is A Temple,Alok,0,0,1,0,0,0
45,0.00664,https://api.spotify.com/v1/audio-analysis/0USJ702LWc6LJW5Od4euwP,0.666,218494,0.869,0USJ702LWc6LJW5Od4euwP,0.0,7,0.0741,3.972,1,0.0363,118.031,4,https://api.spotify.com/v1/tracks/0USJ702LWc6LJW5Od4euwP,audio_features,spotify:track:0USJ702LWc6LJW5Od4euwP,0.633,1000 Times,Roger Melo,0,0,1,0,0,0
46,0.156,https://api.spotify.com/v1/audio-analysis/3FeeJG78C9KWKB8kPkSdca,0.789,201813,0.71,3FeeJG78C9KWKB8kPkSdca,0.000744,9,0.0854,6.278,0,0.0352,124.009,4,https://api.spotify.com/v1/tracks/3FeeJG78C9KWKB8kPkSdca,audio_features,spotify:track:3FeeJG78C9KWKB8kPkSdca,0.569,About Love,DUX,0,0,1,0,0,0
47,0.00607,https://api.spotify.com/v1/audio-analysis/1rG7MICni9rlMthZYUfTnV,0.677,208520,0.769,1rG7MICni9rlMthZYUfTnV,0.00105,2,0.564,7.633,1,0.04,122.003,4,https://api.spotify.com/v1/tracks/1rG7MICni9rlMthZYUfTnV,audio_features,spotify:track:1rG7MICni9rlMthZYUfTnV,0.353,Lost Generation,RICCI,0,0,1,0,0,0
48,0.00756,https://api.spotify.com/v1/audio-analysis/2NUwaaJ7WkLpbLtv0znVbj,0.912,296573,0.571,2NUwaaJ7WkLpbLtv0znVbj,0.0148,2,0.0792,5.005,1,0.0672,123.033,4,https://api.spotify.com/v1/tracks/2NUwaaJ7WkLpbLtv0znVbj,audio_features,spotify:track:2NUwaaJ7WkLpbLtv0znVbj,0.29,Dominamo o Club - Radio Edit,Malik Mustache,0,0,1,0,0,0
49,0.00933,https://api.spotify.com/v1/audio-analysis/3993dezW009jepRhCICCdV,0.806,216880,0.645,3993dezW009jepRhCICCdV,0.0276,2,0.232,5.351,1,0.0442,122.036,4,https://api.spotify.com/v1/tracks/3993dezW009jepRhCICCdV,audio_features,spotify:track:3993dezW009jepRhCICCdV,0.514,Don't You Know (Beowülf & Dom Bootleg),Beowülf,0,0,1,0,0,0
0,0.496,https://api.spotify.com/v1/audio-analysis/4yeWP0EabOteKT2MzPyeJ8,0.654,184355,0.781,4yeWP0EabOteKT2MzPyeJ8,0.0,1,0.104,4.628,0,0.0514,152.013,4,https://api.spotify.com/v1/tracks/4yeWP0EabOteKT2MzPyeJ8,audio_features,spotify:track:4yeWP0EabOteKT2MzPyeJ8,0.699,Feel It Still - Gryffin Remix,Portugal. The Man,0,0,1,0,0,0
1,0.000738,https://api.spotify.com/v1/audio-analysis/5As2NoLCvfghXEuTFAaRHA,0.531,213493,0.85,5As2NoLCvfghXEuTFAaRHA,0.00435,2,0.0741,4.851,1,0.0809,131.094,4,https://api.spotify.com/v1/tracks/5As2NoLCvfghXEuTFAaRHA,audio_features,spotify:track:5As2NoLCvfghXEuTFAaRHA,0.47,Without You - Otto Knows Remix,Avicii,0,0,1,0,0,0
2,0.0476,https://api.spotify.com/v1/audio-analysis/43V1z6QToNNWNldV4FEG6r,0.752,163216,0.764,43V1z6QToNNWNldV4FEG6r,9.44e-05,1,0.0543,4.399,1,0.038,121.958,4,https://api.spotify.com/v1/tracks/43V1z6QToNNWNldV4FEG6r,audio_features,spotify:track:43V1z6QToNNWNldV4FEG6r,0.582,Body,Loud Luxury,0,0,1,0,0,0
3,0.0308,https://api.spotify.com/v1/audio-analysis/7pstxLUhvsJC3M4TxHe2aI,0.518,192731,0.724,7pstxLUhvsJC3M4TxHe2aI,0.0,8,0.116,6.327,1,0.0839,121.884,4,https://api.spotify.com/v1/tracks/7pstxLUhvsJC3M4TxHe2aI,audio_features,spotify:track:7pstxLUhvsJC3M4TxHe2aI,0.334,Carry You Home,Tiësto,0,0,1,0,0,0
4,0.0731,https://api.spotify.com/v1/audio-analysis/0IyVc3X9wvyBGbU1gRkF5z,0.772,195398,0.653,0IyVc3X9wvyBGbU1gRkF5z,0.000108,3,0.113,7.552,1,0.0596,119.965,4,https://api.spotify.com/v1/tracks/0IyVc3X9wvyBGbU1gRkF5z,audio_features,spotify:track:0IyVc3X9wvyBGbU1gRkF5z,0.179,Play with Me,Kaskade,0,0,1,0,0,0
5,0.0245,https://api.spotify.com/v1/audio-analysis/1HrMWH5GUdK6Yi94rbANJA,0.706,223869,0.74,1HrMWH5GUdK6Yi94rbANJA,0.512,6,0.135,7.904,1,0.0325,122.007,3,https://api.spotify.com/v1/tracks/1HrMWH5GUdK6Yi94rbANJA,audio_features,spotify:track:1HrMWH5GUdK6Yi94rbANJA,0.444,Cola,CamelPhat,0,0,1,0,0,0
6,0.107,https://api.spotify.com/v1/audio-analysis/3VQDpxMffTaggOHEeur7Tj,0.475,170625,0.739,3VQDpxMffTaggOHEeur7Tj,0.0,1,0.554,5.29,1,0.0501,128.01,4,https://api.spotify.com/v1/tracks/3VQDpxMffTaggOHEeur7Tj,audio_features,spotify:track:3VQDpxMffTaggOHEeur7Tj,0.242,Insanity - Suyano Remix,Rooverb,0,0,1,0,0,0
7,0.156,https://api.spotify.com/v1/audio-analysis/4yp4pNVchQvlsThtay0eQc,0.828,187752,0.447,4yp4pNVchQvlsThtay0eQc,0.000918,6,0.11,9.789,1,0.0778,124.031,4,https://api.spotify.com/v1/tracks/4yp4pNVchQvlsThtay0eQc,audio_features,spotify:track:4yp4pNVchQvlsThtay0eQc,0.63,Give Me,Boye,0,0,1,0,0,0
