,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,song_title,artist
8,0.247,https://api.spotify.com/v1/audio-analysis/3LGB6BkiSmzP8IHo03rZMo,0.526,174667,0.664,3LGB6BkiSmzP8IHo03rZMo,0.0124,2,0.289,-6.62,1,0.0354,101.928,4,https://api.spotify.com/v1/tracks/3LGB6BkiSmzP8IHo03rZMo,audio_features,spotify:track:3LGB6BkiSmzP8IHo03rZMo,0.797,Dust My Broom,Elmore James
9,0.442,https://api.spotify.com/v1/audio-analysis/7dVUGBGYrYBJakUw1JKhrq,0.708,126933,0.324,7dVUGBGYrYBJakUw1JKhrq,0.000147,2,0.149,-13.247,1,0.332,103.924,4,https://api.spotify.com/v1/tracks/7dVUGBGYrYBJakUw1JKhrq,audio_features,spotify:track:7dVUGBGYrYBJakUw1JKhrq,0.638,Hoodoo Man Blues,Junior Wells
10,0.993,https://api.spotify.com/v1/audio-analysis/2XTXZQr3JCANAINMuAPWAW,0.722,168440,0.173,2XTXZQr3JCANAINMuAPWAW,0.024,8,0.116,-13.987,1,0.0461,148.074,4,https://api.spotify.com/v1/tracks/2XTXZQr3JCANAINMuAPWAW,audio_features,spotify:track:2XTXZQr3JCANAINMuAPWAW,0.601,Bobby Sox Blues,Charles Brown
11,0.915,https://api.spotify.com/v1/audio-analysis/5QWFpSDkzw1zQG1bz35kiR,0.777,176640,0.13,5QWFpSDkzw1zQG1bz35kiR,1.94e-05,8,0.154,-16.707,1,0.0618,81.161,4,https://api.spotify.com/v1/tracks/5QWFpSDkzw1zQG1bz35kiR,audio_features,spotify:track:5QWFpSDkzw1zQG1bz35kiR,0.542,Please Stop Playing These Blues,Jay McShann
12,0.988,https://api.spotify.com/v1/audio-analysis/6SpYE4x6qPIRFDKE0ybpcx,0.779,136680,0.329,6SpYE4x6qPIRFDKE0ybpcx,0.268,7,0.0987,-9.24,1,0.0788,94.683,4,https://api.spotify.com/v1/tracks/6SpYE4x6qPIRFDKE0ybpcx,audio_features,spotify:track:6SpYE4x6qPIRFDKE0ybpcx,0.441,Mean Red Spider,Muddy Waters
13,0.704,https://api.spotify.com/v1/audio-analysis/0WCUjP743UxT0oMNnr7MGL,0.461,489333,0.313,0WCUjP743UxT0oMNnr7MGL,0.0105,7,0.746,-12.734,1,0.0511,84.152,3,https://api.spotify.com/v1/tracks/0WCUjP743UxT0oMNnr7MGL,audio_features,spotify:track:0WCUjP743UxT0oMNnr7MGL,0.409,Junker's Blues - Live Version,King Curtis with Jack Dupree
14,0.527,https://api.spotify.com/v1/audio-analysis/3gg0xEc2b4eEbYySLmfFU1,0.73,247373,0.235,3gg0xEc2b4eEbYySLmfFU1,0.0112,0,0.0663,-15.276,1,0.0355,87.226,4,https://api.spotify.com/v1/tracks/3gg0xEc2b4eEbYySLmfFU1,audio_features,spotify:track:3gg0xEc2b4eEbYySLmfFU1,0.624,Mean Old World,T-Bone Walker
15,0.908,https://api.spotify.com/v1/audio-analysis/4n3jZ9O3ntnHrP1sjmWW8T,0.6,171967,0.507,4n3jZ9O3ntnHrP1sjmWW8T,2.15e-05,9,0.124,-5.729,1,0.183,198.488,4,https://api.spotify.com/v1/tracks/4n3jZ9O3ntnHrP1sjmWW8T,audio_features,spotify:track:4n3jZ9O3ntnHrP1sjmWW8T,0.731,I Got a Woman,Ray Charles
16,0.81,https://api.spotify.com/v1/audio-analysis/0aWMVrwxPNYkKmFthzmpRi,0.421,337733,0.0161,0aWMVrwxPNYkKmFthzmpRi,0.0021,2,0.0978,-25.358,0,0.0374,110.926,4,https://api.spotify.com/v1/tracks/0aWMVrwxPNYkKmFthzmpRi,audio_features,spotify:track:0aWMVrwxPNYkKmFthzmpRi,0.16,Blue in Green,Miles Davis
17,0.768,https://api.spotify.com/v1/audio-analysis/6ZjlBW9T5WagBukE0wqf06,0.586,225973,0.404,6ZjlBW9T5WagBukE0wqf06,0.0514,2,0.708,-9.936,0,0.103,106.329,4,https://api.spotify.com/v1/tracks/6ZjlBW9T5WagBukE0wqf06,audio_features,spotify:track:6ZjlBW9T5WagBukE0wqf06,0.722,Hoochie Coochie Man,Muddy Waters
