,Unnamed: 0,Unnamed: 0.1,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,song_title,artist,rock,funk,eletronica,rap,sertanejo,metal,vaporwave,samba,classica,pop,mpb,punk,reggae,jazz,blues
250,250,41,0.000102,https://api.spotify.com/v1/audio-analysis/3xyrPQsaJBHP3nUv5oNYyc,0.735,380124,0.897,3xyrPQsaJBHP3nUv5oNYyc,0.856,4,0.163,-8.767000000000001,0,0.121,123.99,4,https://api.spotify.com/v1/tracks/3xyrPQsaJBHP3nUv5oNYyc,audio_features,spotify:track:3xyrPQsaJBHP3nUv5oNYyc,0.379,That Shhh,Andrea Oliva,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
251,251,42,0.00115,https://api.spotify.com/v1/audio-analysis/4rGqMefvEdH6bEorrCDy6l,0.564,207097,0.941,4rGqMefvEdH6bEorrCDy6l,0.865,1,0.575,-4.385,1,0.0333,123.997,4,https://api.spotify.com/v1/tracks/4rGqMefvEdH6bEorrCDy6l,audio_features,spotify:track:4rGqMefvEdH6bEorrCDy6l,0.106,Let Me Go,Mark Knight,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
252,252,43,0.000808,https://api.spotify.com/v1/audio-analysis/7jrPKWknafxB99nd297hKc,0.815,409625,0.988,7jrPKWknafxB99nd297hKc,0.947,0,0.209,-7.375,1,0.0692,124.122,4,https://api.spotify.com/v1/tracks/7jrPKWknafxB99nd297hKc,audio_features,spotify:track:7jrPKWknafxB99nd297hKc,0.405,Let's Go,Patrick Topping,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
253,253,44,0.00214,https://api.spotify.com/v1/audio-analysis/68a5EPLYkWgrtpYEkw0Zbu,0.79,187333,0.7120000000000001,68a5EPLYkWgrtpYEkw0Zbu,0.0177,2,0.0731,-8.917,1,0.0596,123.008,4,https://api.spotify.com/v1/tracks/68a5EPLYkWgrtpYEkw0Zbu,audio_features,spotify:track:68a5EPLYkWgrtpYEkw0Zbu,0.603,Must Be A Reason - Radio Edit,DJ S.K.T,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
254,254,45,0.00134,https://api.spotify.com/v1/audio-analysis/6LoiowYf7CfZbqPJqZL9fe,0.765,345506,0.982,6LoiowYf7CfZbqPJqZL9fe,0.232,6,0.0956,-8.765,0,0.0573,122.998,4,https://api.spotify.com/v1/tracks/6LoiowYf7CfZbqPJqZL9fe,audio_features,spotify:track:6LoiowYf7CfZbqPJqZL9fe,0.7759999999999999,Make 'Em Dance - Original Mix,CamelPhat,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
255,255,46,0.00433,https://api.spotify.com/v1/audio-analysis/7JxipRngnvk0YYGnpj7eoI,0.764,175161,0.957,7JxipRngnvk0YYGnpj7eoI,0.00785,6,0.333,-3.11,0,0.0393,123.987,4,https://api.spotify.com/v1/tracks/7JxipRngnvk0YYGnpj7eoI,audio_features,spotify:track:7JxipRngnvk0YYGnpj7eoI,0.508,They Can't Stop Us - Mr Thomas Remix Edit,Stephan Amount,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
256,256,47,0.0431,https://api.spotify.com/v1/audio-analysis/1aSH6i6I13BSOCiIwaGfmd,0.642,180000,0.991,1aSH6i6I13BSOCiIwaGfmd,0.335,4,0.614,-7.026,0,0.0857,124.026,4,https://api.spotify.com/v1/tracks/1aSH6i6I13BSOCiIwaGfmd,audio_features,spotify:track:1aSH6i6I13BSOCiIwaGfmd,0.33,Heatwave - Radio Edit,Prok & Fitch,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
257,257,48,0.924,https://api.spotify.com/v1/audio-analysis/01Rh4B2KfKo5rXeJHIQFAI,0.0,16222,0.429,01Rh4B2KfKo5rXeJHIQFAI,0.0,6,0.389,-10.709,1,0.0,0.0,0,https://api.spotify.com/v1/tracks/01Rh4B2KfKo5rXeJHIQFAI,audio_features,spotify:track:01Rh4B2KfKo5rXeJHIQFAI,0.0,housewerk is house music,Various Artists,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
258,258,49,0.00123,https://api.spotify.com/v1/audio-analysis/4skEZYlTvkvTjONutvucWn,0.787,224000,0.94,4skEZYlTvkvTjONutvucWn,0.862,1,0.607,-4.912,1,0.212,124.997,4,https://api.spotify.com/v1/tracks/4skEZYlTvkvTjONutvucWn,audio_features,spotify:track:4skEZYlTvkvTjONutvucWn,0.277,Sumatra,Eli Brown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
259,259,50,0.0194,https://api.spotify.com/v1/audio-analysis/65Ubas7FFZ90FxDh46fNQL,0.754,211200,0.632,65Ubas7FFZ90FxDh46fNQL,0.873,9,0.6509999999999999,-8.639,0,0.0404,124.994,3,https://api.spotify.com/v1/tracks/65Ubas7FFZ90FxDh46fNQL,audio_features,spotify:track:65Ubas7FFZ90FxDh46fNQL,0.423,Ready & Waiting - Radio Mix,Damon Hess,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
260,260,51,4.120000000000001e-05,https://api.spotify.com/v1/audio-analysis/3euMu6UEeoCHEjxZTG9az9,0.8740000000000001,405470,0.743,3euMu6UEeoCHEjxZTG9az9,0.905,7,0.0965,-8.016,1,0.0547,125.01,4,https://api.spotify.com/v1/tracks/3euMu6UEeoCHEjxZTG9az9,audio_features,spotify:track:3euMu6UEeoCHEjxZTG9az9,0.294,Round & Round - Original,Nic Fanciulli,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
261,261,52,0.00179,https://api.spotify.com/v1/audio-analysis/5hhpI8tmRbK1wyPUsH8mhe,0.7290000000000001,188160,0.934,5hhpI8tmRbK1wyPUsH8mhe,0.311,10,0.0536,-8.176,0,0.0503,125.029,4,https://api.spotify.com/v1/tracks/5hhpI8tmRbK1wyPUsH8mhe,audio_features,spotify:track:5hhpI8tmRbK1wyPUsH8mhe,0.667,House Music - Deep Mix,Eddie Thoneick,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
262,262,53,0.00177,https://api.spotify.com/v1/audio-analysis/3fDgxdcf0jeJgGiZJGUmyK,0.813,238080,0.983,3fDgxdcf0jeJgGiZJGUmyK,0.546,1,0.502,-5.515,1,0.153,125.007,4,https://api.spotify.com/v1/tracks/3fDgxdcf0jeJgGiZJGUmyK,audio_features,spotify:track:3fDgxdcf0jeJgGiZJGUmyK,0.77,Ya Kidding,FISHER,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
263,263,54,0.00427,https://api.spotify.com/v1/audio-analysis/31uDi2NdSggO7xbI3IqnOm,0.769,182857,0.961,31uDi2NdSggO7xbI3IqnOm,0.5720000000000001,7,0.0462,-6.597,1,0.0821,126.002,4,https://api.spotify.com/v1/tracks/31uDi2NdSggO7xbI3IqnOm,audio_features,spotify:track:31uDi2NdSggO7xbI3IqnOm,0.445,Welcome To The Jungle - Andrea Oliva Remix,Thick Dick,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
264,264,0,0.234,https://api.spotify.com/v1/audio-analysis/2KwojFDebQV4J2b0JMRR5Q,0.7609999999999999,169270,0.785,2KwojFDebQV4J2b0JMRR5Q,0.237,8,0.0573,-5.502000000000002,1,0.0505,104.992,4,https://api.spotify.com/v1/tracks/2KwojFDebQV4J2b0JMRR5Q,audio_features,spotify:track:2KwojFDebQV4J2b0JMRR5Q,0.58,Is That For Me,Alesso,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
