,acousticness,analysis_url,artist,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,song_title,speechiness,tempo,time_signature,track_href,type,uri,valence,0
8,,,Boston Manor,,,,,,,,,,Drowned in Gold,,,,,,,,"{'danceability': 0.401, 'energy': 0.962, 'key': 1, 'loudness': -4.45, 'mode': 1, 'speechiness': 0.0601, 'acousticness': 5.98e-05, 'instrumentalness': 0, 'liveness': 0.155, 'valence': 0.469, 'tempo': 164.981, 'type': 'audio_features', 'id': '146d1mqq9NVK94OR9EamLk', 'uri': 'spotify:track:146d1mqq9NVK94OR9EamLk', 'track_href': 'https://api.spotify.com/v1/tracks/146d1mqq9NVK94OR9EamLk', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/146d1mqq9NVK94OR9EamLk', 'duration_ms': 168968, 'time_signature': 4}"
9,,,Parkside,,,,,,,,,,Paste,,,,,,,,"{'danceability': 0.38, 'energy': 0.923, 'key': 2, 'loudness': -3.088, 'mode': 1, 'speechiness': 0.0789, 'acousticness': 0.00362, 'instrumentalness': 0, 'liveness': 0.293, 'valence': 0.373, 'tempo': 173.056, 'type': 'audio_features', 'id': '1ANdjfzMRFKdee6Xnhfke5', 'uri': 'spotify:track:1ANdjfzMRFKdee6Xnhfke5', 'track_href': 'https://api.spotify.com/v1/tracks/1ANdjfzMRFKdee6Xnhfke5', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1ANdjfzMRFKdee6Xnhfke5', 'duration_ms': 219984, 'time_signature': 4}"
10,,,Reggie And The Full Effect,,,,,,,,,,The Horrible Year,,,,,,,,"{'danceability': 0.52, 'energy': 0.864, 'key': 8, 'loudness': -4.439, 'mode': 1, 'speechiness': 0.0487, 'acousticness': 0.00232, 'instrumentalness': 2.97e-06, 'liveness': 0.0782, 'valence': 0.24, 'tempo': 133.838, 'type': 'audio_features', 'id': '2qZrGnyuRqqVJNt6IicILv', 'uri': 'spotify:track:2qZrGnyuRqqVJNt6IicILv', 'track_href': 'https://api.spotify.com/v1/tracks/2qZrGnyuRqqVJNt6IicILv', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2qZrGnyuRqqVJNt6IicILv', 'duration_ms': 212560, 'time_signature': 4}"
11,,,A Scent Like Wolves,,,,,,,,,,Inside Out,,,,,,,,"{'danceability': 0.395, 'energy': 0.966, 'key': 3, 'loudness': -4.848, 'mode': 0, 'speechiness': 0.0746, 'acousticness': 8.3e-05, 'instrumentalness': 0.00186, 'liveness': 0.15, 'valence': 0.188, 'tempo': 90.012, 'type': 'audio_features', 'id': '7lTyBwKYjtjnQW01wErm6Q', 'uri': 'spotify:track:7lTyBwKYjtjnQW01wErm6Q', 'track_href': 'https://api.spotify.com/v1/tracks/7lTyBwKYjtjnQW01wErm6Q', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7lTyBwKYjtjnQW01wErm6Q', 'duration_ms': 261333, 'time_signature': 4}"
0,0.293,https://api.spotify.com/v1/audio-analysis/5LQtm0sJK8IgIlweuu4yD3,Natiruts,0.753,303320.0,0.553,5LQtm0sJK8IgIlweuu4yD3,0.0,9.0,0.901,-7.687,0.0,"Sorri, Sou Rei - Faixa Bônus Ao Vivo",0.0342,102.946,4.0,https://api.spotify.com/v1/tracks/5LQtm0sJK8IgIlweuu4yD3,audio_features,spotify:track:5LQtm0sJK8IgIlweuu4yD3,0.567,
1,0.000277,https://api.spotify.com/v1/audio-analysis/4C2EiAbViqKpPTKtGyFgky,Onze:20,0.553,194655.0,0.903,4C2EiAbViqKpPTKtGyFgky,9.68e-06,1.0,0.149,-6.148,0.0,Não Dá,0.0411,82.027,4.0,https://api.spotify.com/v1/tracks/4C2EiAbViqKpPTKtGyFgky,audio_features,spotify:track:4C2EiAbViqKpPTKtGyFgky,0.815,
2,0.482,https://api.spotify.com/v1/audio-analysis/4kTn9BUsYt3UFMxM8Sqa03,Maneva,0.567,227371.0,0.79,4kTn9BUsYt3UFMxM8Sqa03,0.0,4.0,0.847,-6.073,0.0,Pisando Descalço - Ao Vivo Em São Paulo,0.101,78.956,4.0,https://api.spotify.com/v1/tracks/4kTn9BUsYt3UFMxM8Sqa03,audio_features,spotify:track:4kTn9BUsYt3UFMxM8Sqa03,0.628,
3,0.0141,https://api.spotify.com/v1/audio-analysis/3KSj0znpvfGKrBzEoE8gcL,Natiruts,0.679,258167.0,0.745,3KSj0znpvfGKrBzEoE8gcL,0.015,7.0,0.325,-6.136,0.0,Na Positiva,0.0313,136.999,4.0,https://api.spotify.com/v1/tracks/3KSj0znpvfGKrBzEoE8gcL,audio_features,spotify:track:3KSj0znpvfGKrBzEoE8gcL,0.767,
4,0.126,https://api.spotify.com/v1/audio-analysis/2RwdM3JC2LrTLaX5oNtj5y,Vibrações,0.721,190440.0,0.6,2RwdM3JC2LrTLaX5oNtj5y,0.0,0.0,0.177,-5.751,1.0,Minha Pretinha,0.0621,149.985,4.0,https://api.spotify.com/v1/tracks/2RwdM3JC2LrTLaX5oNtj5y,audio_features,spotify:track:2RwdM3JC2LrTLaX5oNtj5y,0.581,
5,0.348,https://api.spotify.com/v1/audio-analysis/5dVWZYgbYqGYSQSoIUBEtd,Rael,0.454,243293.0,0.806,5dVWZYgbYqGYSQSoIUBEtd,0.0,0.0,0.967,-7.58,1.0,Aurora Boreal - Ao Vivo,0.123,91.081,4.0,https://api.spotify.com/v1/tracks/5dVWZYgbYqGYSQSoIUBEtd,audio_features,spotify:track:5dVWZYgbYqGYSQSoIUBEtd,0.475,
6,0.201,https://api.spotify.com/v1/audio-analysis/3mgb1VrOPSuVENfp5LUCaa,Planta E Raiz,0.786,149427.0,0.695,3mgb1VrOPSuVENfp5LUCaa,0.0,9.0,0.117,-5.802,1.0,Jah Me Liberta,0.0521,88.979,4.0,https://api.spotify.com/v1/tracks/3mgb1VrOPSuVENfp5LUCaa,audio_features,spotify:track:3mgb1VrOPSuVENfp5LUCaa,0.823,
7,0.179,https://api.spotify.com/v1/audio-analysis/7q9dBBZwL9r5RVpbWvDFXf,BRAZA,0.795,233547.0,0.617,7q9dBBZwL9r5RVpbWvDFXf,0.0,7.0,0.102,-7.957,0.0,Selecta,0.0719,164.045,4.0,https://api.spotify.com/v1/tracks/7q9dBBZwL9r5RVpbWvDFXf,audio_features,spotify:track:7q9dBBZwL9r5RVpbWvDFXf,0.885,
8,0.0145,https://api.spotify.com/v1/audio-analysis/7bPEAUpe1ovbgfkNVPGcZU,Gabriel Elias,0.619,196232.0,0.838,7bPEAUpe1ovbgfkNVPGcZU,0.0,2.0,0.111,-5.843,1.0,Amuleto,0.0286,91.482,4.0,https://api.spotify.com/v1/tracks/7bPEAUpe1ovbgfkNVPGcZU,audio_features,spotify:track:7bPEAUpe1ovbgfkNVPGcZU,0.685,
9,0.13,https://api.spotify.com/v1/audio-analysis/2eCNquDhCnmdAXzSqa7xGM,Vibrações,0.883,205440.0,0.52,2eCNquDhCnmdAXzSqa7xGM,0.0,0.0,0.259,-6.676,0.0,Mar de Luz,0.0406,124.982,4.0,https://api.spotify.com/v1/tracks/2eCNquDhCnmdAXzSqa7xGM,audio_features,spotify:track:2eCNquDhCnmdAXzSqa7xGM,0.693,
10,0.0463,https://api.spotify.com/v1/audio-analysis/13NAnzgJ7rEqUCgawmwmsF,Maskavo,0.692,233813.0,0.747,13NAnzgJ7rEqUCgawmwmsF,0.0,5.0,0.182,-4.697,1.0,Maria ou Joana,0.0407,140.008,4.0,https://api.spotify.com/v1/tracks/13NAnzgJ7rEqUCgawmwmsF,audio_features,spotify:track:13NAnzgJ7rEqUCgawmwmsF,0.823,
11,0.593,https://api.spotify.com/v1/audio-analysis/5cJnObcxd1AKGE8aLT1K7W,Natiruts,0.709,248987.0,0.645,5cJnObcxd1AKGE8aLT1K7W,4.71e-06,0.0,0.109,-6.776,0.0,Sol do Meu Amanhecer,0.0351,132.308,4.0,https://api.spotify.com/v1/tracks/5cJnObcxd1AKGE8aLT1K7W,audio_features,spotify:track:5cJnObcxd1AKGE8aLT1K7W,0.231,
0,0.56,https://api.spotify.com/v1/audio-analysis/4gBzl7sX7yTjZIzvs9VFpN,Wynton Marsalis,0.494,155109.0,0.434,4gBzl7sX7yTjZIzvs9VFpN,1.98e-06,0.0,0.13,-9.642,1.0,"Jingle Bells - Spotify Singles – Holiday, Recorded at Spotify Studios NYC",0.0536,181.774,4.0,https://api.spotify.com/v1/tracks/4gBzl7sX7yTjZIzvs9VFpN,audio_features,spotify:track:4gBzl7sX7yTjZIzvs9VFpN,0.66,
1,0.452,https://api.spotify.com/v1/audio-analysis/0C0Bh8lqaUsrqNDVa6xNLC,Lydian Collective,0.685,292296.0,0.504,0C0Bh8lqaUsrqNDVa6xNLC,0.741,3.0,0.114,-8.106,1.0,Legend of Lumbar,0.028,110.998,3.0,https://api.spotify.com/v1/tracks/0C0Bh8lqaUsrqNDVa6xNLC,audio_features,spotify:track:0C0Bh8lqaUsrqNDVa6xNLC,0.424,
2,0.853,https://api.spotify.com/v1/audio-analysis/6ywTkW3G1o7q8bKWweeuPD,Chick Corea,0.541,399493.0,0.348,6ywTkW3G1o7q8bKWweeuPD,0.533,1.0,0.112,-16.472,0.0,Serenity,0.0344,157.232,3.0,https://api.spotify.com/v1/tracks/6ywTkW3G1o7q8bKWweeuPD,audio_features,spotify:track:6ywTkW3G1o7q8bKWweeuPD,0.582,
3,0.975,https://api.spotify.com/v1/audio-analysis/3e6ansnJY5NrRWCrm87nzG,Johannes Mössinger,0.462,441507.0,0.206,3e6ansnJY5NrRWCrm87nzG,0.901,3.0,0.12,-14.699,1.0,On The Street Where You Live,0.0416,83.285,4.0,https://api.spotify.com/v1/tracks/3e6ansnJY5NrRWCrm87nzG,audio_features,spotify:track:3e6ansnJY5NrRWCrm87nzG,0.553,
4,0.975,https://api.spotify.com/v1/audio-analysis/70IHZjP7W3vcbI3onnugJF,Till Brönner,0.644,280947.0,0.124,70IHZjP7W3vcbI3onnugJF,0.888,5.0,0.106,-17.873,0.0,A Thousand Kisses Deep,0.0624,79.469,4.0,https://api.spotify.com/v1/tracks/70IHZjP7W3vcbI3onnugJF,audio_features,spotify:track:70IHZjP7W3vcbI3onnugJF,0.26,
5,0.644,https://api.spotify.com/v1/audio-analysis/6PzAc1HvLaHl40phBYXDiT,Mopo,0.598,284507.0,0.356,6PzAc1HvLaHl40phBYXDiT,0.885,7.0,0.14,-10.194,1.0,Niin aikaisin,0.0376,106.685,4.0,https://api.spotify.com/v1/tracks/6PzAc1HvLaHl40phBYXDiT,audio_features,spotify:track:6PzAc1HvLaHl40phBYXDiT,0.402,
6,0.606,https://api.spotify.com/v1/audio-analysis/1DmpAweNohoDIZgILlFXGg,Julian Lage,0.592,231174.0,0.345,1DmpAweNohoDIZgILlFXGg,0.921,7.0,0.1,-11.562,1.0,Atlantic Limited,0.0306,128.119,4.0,https://api.spotify.com/v1/tracks/1DmpAweNohoDIZgILlFXGg,audio_features,spotify:track:1DmpAweNohoDIZgILlFXGg,0.369,
7,0.834,https://api.spotify.com/v1/audio-analysis/0bHTxku33zo3Qx5b8xmLMF,Darius Brubeck,0.52,465107.0,0.343,0bHTxku33zo3Qx5b8xmLMF,0.747,0.0,0.743,-17.243,1.0,A Salute to the Count (The Basie Band Is Back in Town) [Arr. Chris Brubeck],0.038,78.305,4.0,https://api.spotify.com/v1/tracks/0bHTxku33zo3Qx5b8xmLMF,audio_features,spotify:track:0bHTxku33zo3Qx5b8xmLMF,0.584,
8,0.59,https://api.spotify.com/v1/audio-analysis/0kae0Qjk2l6MOsIoxR3wNc,Lisa Hilton,0.524,204067.0,0.519,0kae0Qjk2l6MOsIoxR3wNc,0.835,7.0,0.147,-15.139,1.0,Meltdown,0.0317,90.346,4.0,https://api.spotify.com/v1/tracks/0kae0Qjk2l6MOsIoxR3wNc,audio_features,spotify:track:0kae0Qjk2l6MOsIoxR3wNc,0.915,
9,0.824,https://api.spotify.com/v1/audio-analysis/60okZC2cRnecKDpbxBSG1s,Kyle Eastwood,0.589,409827.0,0.401,60okZC2cRnecKDpbxBSG1s,0.827,3.0,0.138,-9.96,1.0,Movin',0.0559,128.714,4.0,https://api.spotify.com/v1/tracks/60okZC2cRnecKDpbxBSG1s,audio_features,spotify:track:60okZC2cRnecKDpbxBSG1s,0.344,
10,0.26,https://api.spotify.com/v1/audio-analysis/6Yk6AurDjFpEU0fgBIGGUE,Jamie Saft,0.397,344060.0,0.452,6Yk6AurDjFpEU0fgBIGGUE,0.0708,4.0,0.109,-15.713,0.0,The Barrier,0.0323,133.404,3.0,https://api.spotify.com/v1/tracks/6Yk6AurDjFpEU0fgBIGGUE,audio_features,spotify:track:6Yk6AurDjFpEU0fgBIGGUE,0.54,
11,0.711,https://api.spotify.com/v1/audio-analysis/1DoS5ql0TW3ejjJGHbsAmz,Masego,0.719,301639.0,0.487,1DoS5ql0TW3ejjJGHbsAmz,8.36e-05,9.0,0.0958,-6.21,0.0,Tadow,0.0604,121.729,4.0,https://api.spotify.com/v1/tracks/1DoS5ql0TW3ejjJGHbsAmz,audio_features,spotify:track:1DoS5ql0TW3ejjJGHbsAmz,0.345,
0,0.758,https://api.spotify.com/v1/audio-analysis/0LlwhPLGzQkEMR8OwL4JAP,B.B. King,0.599,610220.0,0.495,0LlwhPLGzQkEMR8OwL4JAP,0.0,3.0,0.0388,-9.529,1.0,Lucille,0.0618,114.451,3.0,https://api.spotify.com/v1/tracks/0LlwhPLGzQkEMR8OwL4JAP,audio_features,spotify:track:0LlwhPLGzQkEMR8OwL4JAP,0.62,
1,0.224,https://api.spotify.com/v1/audio-analysis/4VCl2a5JvdrEx6PL2P29ty,B.B. King,0.554,324267.0,0.516,4VCl2a5JvdrEx6PL2P29ty,0.286,9.0,0.0548,-6.819,0.0,The Thrill Is Gone,0.0255,90.309,4.0,https://api.spotify.com/v1/tracks/4VCl2a5JvdrEx6PL2P29ty,audio_features,spotify:track:4VCl2a5JvdrEx6PL2P29ty,0.562,
2,0.952,https://api.spotify.com/v1/audio-analysis/3FA9T006fwPO3baSFFjJKD,B.B. King,0.512,180467.0,0.44,3FA9T006fwPO3baSFFjJKD,0.00232,10.0,0.228,-7.458,1.0,Three O'clock Blues,0.0326,70.417,4.0,https://api.spotify.com/v1/tracks/3FA9T006fwPO3baSFFjJKD,audio_features,spotify:track:3FA9T006fwPO3baSFFjJKD,0.594,
3,0.537,https://api.spotify.com/v1/audio-analysis/1FLQrtGTKykm9XzT9YWpvB,B.B. King,0.384,158400.0,0.778,1FLQrtGTKykm9XzT9YWpvB,2.05e-06,5.0,0.691,-6.665,0.0,Everyday I Have the Blues,0.0888,163.742,4.0,https://api.spotify.com/v1/tracks/1FLQrtGTKykm9XzT9YWpvB,audio_features,spotify:track:1FLQrtGTKykm9XzT9YWpvB,0.709,
4,0.447,https://api.spotify.com/v1/audio-analysis/2jGIYO3ZOH8TsuzsGEi95K,B.B. King,0.646,154467.0,0.608,2jGIYO3ZOH8TsuzsGEi95K,1.07e-05,4.0,0.12,-10.029,1.0,Paying the Cost to Be the Boss,0.112,111.72,4.0,https://api.spotify.com/v1/tracks/2jGIYO3ZOH8TsuzsGEi95K,audio_features,spotify:track:2jGIYO3ZOH8TsuzsGEi95K,0.874,
5,0.234,https://api.spotify.com/v1/audio-analysis/2MFgT3cesQbkRKexDjYk7t,B.B. King,0.787,516733.0,0.639,2MFgT3cesQbkRKexDjYk7t,0.0147,0.0,0.112,-7.45,1.0,Why I Sing the Blues,0.0524,117.888,4.0,https://api.spotify.com/v1/tracks/2MFgT3cesQbkRKexDjYk7t,audio_features,spotify:track:2MFgT3cesQbkRKexDjYk7t,0.667,
6,0.946,https://api.spotify.com/v1/audio-analysis/5VkAUiBDfeZz3RKf6QWELj,B.B. King,0.699,183520.0,0.475,5VkAUiBDfeZz3RKf6QWELj,0.000762,0.0,0.281,-8.806,1.0,You Upset Me Baby,0.186,116.471,4.0,https://api.spotify.com/v1/tracks/5VkAUiBDfeZz3RKf6QWELj,audio_features,spotify:track:5VkAUiBDfeZz3RKf6QWELj,0.74,
7,0.0526,https://api.spotify.com/v1/audio-analysis/0rkcFGA6XEVd2XV2JI6msk,U2,0.65,254267.0,0.665,0rkcFGA6XEVd2XV2JI6msk,4.62e-06,9.0,0.13,-11.259,1.0,When Love Comes To Town,0.0372,115.51,4.0,https://api.spotify.com/v1/tracks/0rkcFGA6XEVd2XV2JI6msk,audio_features,spotify:track:0rkcFGA6XEVd2XV2JI6msk,0.593,
8,0.668,https://api.spotify.com/v1/audio-analysis/5Umd0Sioh40afTSxnSRYn2,B.B. King,0.523,160667.0,0.392,5Umd0Sioh40afTSxnSRYn2,0.00406,7.0,0.0676,-8.888,1.0,How Blue Can You Get?,0.046,101.956,3.0,https://api.spotify.com/v1/tracks/5Umd0Sioh40afTSxnSRYn2,audio_features,spotify:track:5Umd0Sioh40afTSxnSRYn2,0.534,
9,0.735,https://api.spotify.com/v1/audio-analysis/1H2ZBXAvFWdEzynx9g4CSc,B.B. King,0.346,235440.0,0.31,1H2ZBXAvFWdEzynx9g4CSc,0.000311,0.0,0.103,-10.822,0.0,You Don't Know Me,0.033,177.97,3.0,https://api.spotify.com/v1/tracks/1H2ZBXAvFWdEzynx9g4CSc,audio_features,spotify:track:1H2ZBXAvFWdEzynx9g4CSc,0.185,
10,0.442,https://api.spotify.com/v1/audio-analysis/473DDIc0akrm3ufTgoCqyy,John Lee Hooker,0.454,239750.0,0.191,473DDIc0akrm3ufTgoCqyy,0.92,9.0,0.223,-26.497,0.0,"One Bourbon, One Scotch, One Beer (Live)",0.326,175.001,3.0,https://api.spotify.com/v1/tracks/473DDIc0akrm3ufTgoCqyy,audio_features,spotify:track:473DDIc0akrm3ufTgoCqyy,0.557,
11,0.00197,https://api.spotify.com/v1/audio-analysis/5ZiU4oxQ6RxiEBIQpVa0mU,B.B. King,0.715,397200.0,0.544,5ZiU4oxQ6RxiEBIQpVa0mU,0.0544,7.0,0.11,-8.768,1.0,Rock Me Baby,0.0574,167.784,4.0,https://api.spotify.com/v1/tracks/5ZiU4oxQ6RxiEBIQpVa0mU,audio_features,spotify:track:5ZiU4oxQ6RxiEBIQpVa0mU,0.67,
