,Unnamed: 0,Unnamed: 0.1,0,song_title,artist,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,rock,rap,eletronica,funk,sertanejo,metal,vaporwave,samba,classica,pop,mpb,punk,reggae,jazz,blues
0,0,0,,"A Ceremony of Carols, Op. 28: IVb. Balulalow",Benjamin Britten,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,"{'danceability': 0.409, 'energy': 0.163, 'key': 7, 'loudness': -18.168, 'mode': 0, 'speechiness': 0.0449, 'acousticness': 0.966, 'instrumentalness': 0.0373, 'liveness': 0.146, 'valence': 0.299, 'tempo': 85.971, 'type': 'audio_features', 'id': '7sNawUm7IsWCx1ADTDcpao', 'uri': 'spotify:track:7sNawUm7IsWCx1ADTDcpao', 'track_href': 'https://api.spotify.com/v1/tracks/7sNawUm7IsWCx1ADTDcpao', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7sNawUm7IsWCx1ADTDcpao', 'duration_ms': 355933, 'time_signature': 3}","Sonata For Piano And Violin In G Major, K.379: 1b. Allegro - Live",Wolfgang Amadeus Mozart,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,2,2,"{'danceability': 0.163, 'energy': 0.0734, 'key': 2, 'loudness': -22.575, 'mode': 1, 'speechiness': 0.041, 'acousticness': 0.927, 'instrumentalness': 0.95, 'liveness': 0.0896, 'valence': 0.137, 'tempo': 67.633, 'type': 'audio_features', 'id': '0csKGzO4Q7Cqgf12qNOZLa', 'uri': 'spotify:track:0csKGzO4Q7Cqgf12qNOZLa', 'track_href': 'https://api.spotify.com/v1/tracks/0csKGzO4Q7Cqgf12qNOZLa', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0csKGzO4Q7Cqgf12qNOZLa', 'duration_ms': 172839, 'time_signature': 4}","Concerto grosso in G Minor, Op. 6 No. 8 ""Christmas Concerto"": III. Adagio - Allegro - Adagio",Arcangelo Corelli,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,3,3,,"4 Etudes, Op. 4: No. 3 in B-Flat Minor, Andante",Karol Szymanowski,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,4,4,"{'danceability': 0.365, 'energy': 0.141, 'key': 6, 'loudness': -18.913, 'mode': 0, 'speechiness': 0.0367, 'acousticness': 0.87, 'instrumentalness': 0.000163, 'liveness': 0.0899, 'valence': 0.324, 'tempo': 49.009, 'type': 'audio_features', 'id': '1g8NkqKN6TRWgOW04F1qm8', 'uri': 'spotify:track:1g8NkqKN6TRWgOW04F1qm8', 'track_href': 'https://api.spotify.com/v1/tracks/1g8NkqKN6TRWgOW04F1qm8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1g8NkqKN6TRWgOW04F1qm8', 'duration_ms': 133539, 'time_signature': 4}",Concerto o sia Quintetto: II. Andante,José Palomino,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,5,5,,"5 Melodies for Violin and Piano, Op. 35bis: II. Lento ma non troppo",Sergei Prokofiev,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,6,6,"{'danceability': 0.327, 'energy': 0.133, 'key': 2, 'loudness': -21.381, 'mode': 0, 'speechiness': 0.034, 'acousticness': 0.967, 'instrumentalness': 0.866, 'liveness': 0.136, 'valence': 0.13, 'tempo': 111.018, 'type': 'audio_features', 'id': '0uRYb9msEzUrQylhbPvm7Q', 'uri': 'spotify:track:0uRYb9msEzUrQylhbPvm7Q', 'track_href': 'https://api.spotify.com/v1/tracks/0uRYb9msEzUrQylhbPvm7Q', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0uRYb9msEzUrQylhbPvm7Q', 'duration_ms': 526061, 'time_signature': 3}","Piano Concerto No. 2 in B-Flat Major, Op. 83: II. Allegro appassionato",Johannes Brahms,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,7,7,"{'danceability': 0.68, 'energy': 0.00418, 'key': 10, 'loudness': -31.339, 'mode': 0, 'speechiness': 0.0878, 'acousticness': 0.995, 'instrumentalness': 0.92, 'liveness': 0.0811, 'valence': 0.203, 'tempo': 102.287, 'type': 'audio_features', 'id': '48ozOCNpwfBFsi3NZvM2gN', 'uri': 'spotify:track:48ozOCNpwfBFsi3NZvM2gN', 'track_href': 'https://api.spotify.com/v1/tracks/48ozOCNpwfBFsi3NZvM2gN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/48ozOCNpwfBFsi3NZvM2gN', 'duration_ms': 90600, 'time_signature': 4}","3 Morceaux en forme de poire (Version for Piano Duo): No. 3, Morceaux 1 [Lentement]",Erik Satie,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,8,8,"{'danceability': 0.356, 'energy': 0.252, 'key': 5, 'loudness': -21.985, 'mode': 1, 'speechiness': 0.0525, 'acousticness': 0.901, 'instrumentalness': 0.868, 'liveness': 0.387, 'valence': 0.124, 'tempo': 84.752, 'type': 'audio_features', 'id': '2jEy73JFsZfwGK3lruWFFs', 'uri': 'spotify:track:2jEy73JFsZfwGK3lruWFFs', 'track_href': 'https://api.spotify.com/v1/tracks/2jEy73JFsZfwGK3lruWFFs', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2jEy73JFsZfwGK3lruWFFs', 'duration_ms': 472845, 'time_signature': 4}","Symphonic Metamorphosis of Themes by Carl Maria von Weber, IPH 150: II. Turandot, Scherzo",Paul Hindemith,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,9,9,"{'danceability': 0.404, 'energy': 0.256, 'key': 5, 'loudness': -16.633, 'mode': 1, 'speechiness': 0.0341, 'acousticness': 0.976, 'instrumentalness': 0.73, 'liveness': 0.116, 'valence': 0.541, 'tempo': 148.665, 'type': 'audio_features', 'id': '48211jzFG0wae7lk4dwQt6', 'uri': 'spotify:track:48211jzFG0wae7lk4dwQt6', 'track_href': 'https://api.spotify.com/v1/tracks/48211jzFG0wae7lk4dwQt6', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/48211jzFG0wae7lk4dwQt6', 'duration_ms': 525685, 'time_signature': 3}","Piano Concerto No. 11 in F Major, K. 413 (Version for Piano & String Quintet): I. Allegro",Wolfgang Amadeus Mozart,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10,10,10,"{'danceability': 0.141, 'energy': 0.0513, 'key': 2, 'loudness': -29.058, 'mode': 1, 'speechiness': 0.0532, 'acousticness': 0.938, 'instrumentalness': 0.144, 'liveness': 0.069, 'valence': 0.0333, 'tempo': 66.139, 'type': 'audio_features', 'id': '7uFmbvV47W3wbsz7WI68RK', 'uri': 'spotify:track:7uFmbvV47W3wbsz7WI68RK', 'track_href': 'https://api.spotify.com/v1/tracks/7uFmbvV47W3wbsz7WI68RK', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7uFmbvV47W3wbsz7WI68RK', 'duration_ms': 578947, 'time_signature': 3}",Violin Concerto: I. Falling Angels,Eivind Buene,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11,11,11,"{'danceability': 0.273, 'energy': 0.158, 'key': 5, 'loudness': -19.535, 'mode': 1, 'speechiness': 0.0405, 'acousticness': 0.992, 'instrumentalness': 0.909, 'liveness': 0.0607, 'valence': 0.161, 'tempo': 77.316, 'type': 'audio_features', 'id': '1igNRPoqFzttRHkJYjf8oz', 'uri': 'spotify:track:1igNRPoqFzttRHkJYjf8oz', 'track_href': 'https://api.spotify.com/v1/tracks/1igNRPoqFzttRHkJYjf8oz', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1igNRPoqFzttRHkJYjf8oz', 'duration_ms': 186213, 'time_signature': 4}",Wave (Arr. E. Rose for Piano),Antônio Carlos Jobim,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,12,12,"{'danceability': 0.566, 'energy': 0.276, 'key': 7, 'loudness': -19.168, 'mode': 1, 'speechiness': 0.0423, 'acousticness': 0.96, 'instrumentalness': 0.786, 'liveness': 0.127, 'valence': 0.88, 'tempo': 110.797, 'type': 'audio_features', 'id': '2pCnhAx09L4inuwU2TaWkU', 'uri': 'spotify:track:2pCnhAx09L4inuwU2TaWkU', 'track_href': 'https://api.spotify.com/v1/tracks/2pCnhAx09L4inuwU2TaWkU', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2pCnhAx09L4inuwU2TaWkU', 'duration_ms': 146707, 'time_signature': 4}",Joplin / Arr. Förster: Original Rags: No. 1,Scott Joplin,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,13,13,"{'danceability': 0.36, 'energy': 0.366, 'key': 0, 'loudness': -11.636, 'mode': 1, 'speechiness': 0.0683, 'acousticness': 0.975, 'instrumentalness': 0.00229, 'liveness': 0.375, 'valence': 0.386, 'tempo': 80.491, 'type': 'audio_features', 'id': '24nIUgdIrOkiT0slLiEFMm', 'uri': 'spotify:track:24nIUgdIrOkiT0slLiEFMm', 'track_href': 'https://api.spotify.com/v1/tracks/24nIUgdIrOkiT0slLiEFMm', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/24nIUgdIrOkiT0slLiEFMm', 'duration_ms': 203613, 'time_signature': 4}","Il Trovatore / Act 3: ""Di quella pira""",Giuseppe Verdi,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,14,14,"{'danceability': 0.185, 'energy': 0.159, 'key': 6, 'loudness': -26.074, 'mode': 1, 'speechiness': 0.0534, 'acousticness': 0.784, 'instrumentalness': 0.141, 'liveness': 0.54, 'valence': 0.0637, 'tempo': 97.145, 'type': 'audio_features', 'id': '0ANK64hbj6tWRT4ssiCjx6', 'uri': 'spotify:track:0ANK64hbj6tWRT4ssiCjx6', 'track_href': 'https://api.spotify.com/v1/tracks/0ANK64hbj6tWRT4ssiCjx6', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0ANK64hbj6tWRT4ssiCjx6', 'duration_ms': 336333, 'time_signature': 3}",Under City Skin: IV. Pastorale,Rolf Wallin,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15,15,15,,"Debussy: Suite bergamasque, L. 82: IV. Passepied",Claude Debussy,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16,16,16,"{'danceability': 0.343, 'energy': 0.0764, 'key': 4, 'loudness': -24.006, 'mode': 1, 'speechiness': 0.0482, 'acousticness': 0.806, 'instrumentalness': 0.28, 'liveness': 0.0989, 'valence': 0.215, 'tempo': 142.975, 'type': 'audio_features', 'id': '1CunzSC6ALdqhnkrF9ZIQA', 'uri': 'spotify:track:1CunzSC6ALdqhnkrF9ZIQA', 'track_href': 'https://api.spotify.com/v1/tracks/1CunzSC6ALdqhnkrF9ZIQA', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1CunzSC6ALdqhnkrF9ZIQA', 'duration_ms': 433560, 'time_signature': 4}",Sonata for Strings No. 2 in A Major: I. Allegro,Gioachino Rossini,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17,17,17,"{'danceability': 0.236, 'energy': 0.27, 'key': 8, 'loudness': -15.32, 'mode': 1, 'speechiness': 0.0375, 'acousticness': 0.803, 'instrumentalness': 0.664, 'liveness': 0.113, 'valence': 0.095, 'tempo': 137.921, 'type': 'audio_features', 'id': '59HjUX12OLOUCoDjTJ5shl', 'uri': 'spotify:track:59HjUX12OLOUCoDjTJ5shl', 'track_href': 'https://api.spotify.com/v1/tracks/59HjUX12OLOUCoDjTJ5shl', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/59HjUX12OLOUCoDjTJ5shl', 'duration_ms': 164533, 'time_signature': 4}","Mer hahn en neue Oberkeet, BWV 212 ""Peasant Cantata"": I. Sinfonia",Johann Sebastian Bach,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18,18,18,"{'danceability': 0.165, 'energy': 0.0816, 'key': 11, 'loudness': -19.355, 'mode': 1, 'speechiness': 0.0377, 'acousticness': 0.935, 'instrumentalness': 0.11, 'liveness': 0.0875, 'valence': 0.0319, 'tempo': 88.43, 'type': 'audio_features', 'id': '0W7RZL2cwtAk0CMh3fCE1z', 'uri': 'spotify:track:0W7RZL2cwtAk0CMh3fCE1z', 'track_href': 'https://api.spotify.com/v1/tracks/0W7RZL2cwtAk0CMh3fCE1z', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0W7RZL2cwtAk0CMh3fCE1z', 'duration_ms': 535347, 'time_signature': 3}",Violin Sonata No. 1 in A Minor: II. Molto quieto,Ernest Bloch,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19,19,19,"{'danceability': 0.38, 'energy': 0.119, 'key': 10, 'loudness': -19.49, 'mode': 1, 'speechiness': 0.0368, 'acousticness': 0.911, 'instrumentalness': 0.869, 'liveness': 0.0985, 'valence': 0.208, 'tempo': 116.787, 'type': 'audio_features', 'id': '24gs8iJWD0IL6yp1LUiytE', 'uri': 'spotify:track:24gs8iJWD0IL6yp1LUiytE', 'track_href': 'https://api.spotify.com/v1/tracks/24gs8iJWD0IL6yp1LUiytE', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/24gs8iJWD0IL6yp1LUiytE', 'duration_ms': 443000, 'time_signature': 4}","Symphony No. 5 in B-Flat Major, D. 485: I. Allegro",Franz Schubert,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20,20,20,"{'danceability': 0.198, 'energy': 0.0492, 'key': 8, 'loudness': -22.7, 'mode': 1, 'speechiness': 0.0395, 'acousticness': 0.981, 'instrumentalness': 0.226, 'liveness': 0.0754, 'valence': 0.0721, 'tempo': 86.818, 'type': 'audio_features', 'id': '4L2ONMcTSdz3jpStIJehxH', 'uri': 'spotify:track:4L2ONMcTSdz3jpStIJehxH', 'track_href': 'https://api.spotify.com/v1/tracks/4L2ONMcTSdz3jpStIJehxH', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4L2ONMcTSdz3jpStIJehxH', 'duration_ms': 456933, 'time_signature': 5}","Piano Quintet in F Minor, Op. 34: II. Andante un poco adagio",Johannes Brahms,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21,21,21,"{'danceability': 0.375, 'energy': 0.0728, 'key': 2, 'loudness': -23.019, 'mode': 1, 'speechiness': 0.0383, 'acousticness': 0.98, 'instrumentalness': 0.583, 'liveness': 0.178, 'valence': 0.092, 'tempo': 120.573, 'type': 'audio_features', 'id': '17lNoMnPhceYcy8oy1zyV8', 'uri': 'spotify:track:17lNoMnPhceYcy8oy1zyV8', 'track_href': 'https://api.spotify.com/v1/tracks/17lNoMnPhceYcy8oy1zyV8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/17lNoMnPhceYcy8oy1zyV8', 'duration_ms': 485587, 'time_signature': 4}","Le rouet d'Omphale, Op. 31, R. 169",Camille Saint-Saëns,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22,22,22,"{'danceability': 0.427, 'energy': 0.149, 'key': 7, 'loudness': -17.535, 'mode': 0, 'speechiness': 0.0367, 'acousticness': 0.638, 'instrumentalness': 0.185, 'liveness': 0.618, 'valence': 0.35, 'tempo': 58.101, 'type': 'audio_features', 'id': '2ZK8CFdebr93WpCdNo3rbR', 'uri': 'spotify:track:2ZK8CFdebr93WpCdNo3rbR', 'track_href': 'https://api.spotify.com/v1/tracks/2ZK8CFdebr93WpCdNo3rbR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2ZK8CFdebr93WpCdNo3rbR', 'duration_ms': 151613, 'time_signature': 4}","Alceste, LWV 50, Prologue: Ouverture",Jean-Baptiste Lully,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,23,23,"{'danceability': 0.221, 'energy': 0.186, 'key': 8, 'loudness': -16.923, 'mode': 0, 'speechiness': 0.0413, 'acousticness': 0.979, 'instrumentalness': 0.00105, 'liveness': 0.129, 'valence': 0.194, 'tempo': 90.637, 'type': 'audio_features', 'id': '2kpfdk43hlmbQcGNlp1UzS', 'uri': 'spotify:track:2kpfdk43hlmbQcGNlp1UzS', 'track_href': 'https://api.spotify.com/v1/tracks/2kpfdk43hlmbQcGNlp1UzS', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2kpfdk43hlmbQcGNlp1UzS', 'duration_ms': 383840, 'time_signature': 4}","Dorilla in Tempe, RV 709, Act III, Scene 4: Il povero mio core (Aria) (Dorilla)",Antonio Vivaldi,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,24,24,"{'danceability': 0.381, 'energy': 0.0981, 'key': 7, 'loudness': -29.56, 'mode': 1, 'speechiness': 0.0422, 'acousticness': 0.915, 'instrumentalness': 0.909, 'liveness': 0.129, 'valence': 0.361, 'tempo': 128.072, 'type': 'audio_features', 'id': '5lYtm6aUxZMJPkG0htWFDu', 'uri': 'spotify:track:5lYtm6aUxZMJPkG0htWFDu', 'track_href': 'https://api.spotify.com/v1/tracks/5lYtm6aUxZMJPkG0htWFDu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5lYtm6aUxZMJPkG0htWFDu', 'duration_ms': 275800, 'time_signature': 4}",Sonata quarta sopra l'aria di Ruggiero,Salomone Rossi,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25,25,25,"{'danceability': 0.564, 'energy': 0.0511, 'key': 3, 'loudness': -20.993, 'mode': 1, 'speechiness': 0.0818, 'acousticness': 0.986, 'instrumentalness': 0.231, 'liveness': 0.0692, 'valence': 0.337, 'tempo': 123.407, 'type': 'audio_features', 'id': '32rouEbuO349hstMIIbdQY', 'uri': 'spotify:track:32rouEbuO349hstMIIbdQY', 'track_href': 'https://api.spotify.com/v1/tracks/32rouEbuO349hstMIIbdQY', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/32rouEbuO349hstMIIbdQY', 'duration_ms': 244578, 'time_signature': 4}","Paganini: 24 Caprices, Op. 1: No. 17 in E-Flat Major",Niccolò Paganini,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26,26,26,"{'danceability': 0.165, 'energy': 0.04, 'key': 1, 'loudness': -25.709, 'mode': 1, 'speechiness': 0.0395, 'acousticness': 0.983, 'instrumentalness': 0.00871, 'liveness': 0.113, 'valence': 0.0608, 'tempo': 80.056, 'type': 'audio_features', 'id': '4m87KswrCAqqZfgsMtoGac', 'uri': 'spotify:track:4m87KswrCAqqZfgsMtoGac', 'track_href': 'https://api.spotify.com/v1/tracks/4m87KswrCAqqZfgsMtoGac', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4m87KswrCAqqZfgsMtoGac', 'duration_ms': 295267, 'time_signature': 3}",Suzi's Carol,John Rutter,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27,27,27,"{'danceability': 0.168, 'energy': 0.0405, 'key': 11, 'loudness': -21.373, 'mode': 0, 'speechiness': 0.0458, 'acousticness': 0.849, 'instrumentalness': 0.702, 'liveness': 0.0921, 'valence': 0.035, 'tempo': 128.826, 'type': 'audio_features', 'id': '4nfkgK2TMcRYlGjfRjaUn9', 'uri': 'spotify:track:4nfkgK2TMcRYlGjfRjaUn9', 'track_href': 'https://api.spotify.com/v1/tracks/4nfkgK2TMcRYlGjfRjaUn9', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4nfkgK2TMcRYlGjfRjaUn9', 'duration_ms': 278693, 'time_signature': 3}",Concerto per archi: III. Aria. Andante quasi adagio,Nino Rota,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28,28,28,"{'danceability': 0.324, 'energy': 0.085, 'key': 3, 'loudness': -23.933, 'mode': 1, 'speechiness': 0.0387, 'acousticness': 0.992, 'instrumentalness': 0.904, 'liveness': 0.137, 'valence': 0.117, 'tempo': 74.036, 'type': 'audio_features', 'id': '5yFtsDKmTTwMG62J3Bj0fw', 'uri': 'spotify:track:5yFtsDKmTTwMG62J3Bj0fw', 'track_href': 'https://api.spotify.com/v1/tracks/5yFtsDKmTTwMG62J3Bj0fw', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5yFtsDKmTTwMG62J3Bj0fw', 'duration_ms': 479453, 'time_signature': 4}","Fantasie in C Major, Op. 17: II. Mäßig. Durchaus energisch",Robert Schumann,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,29,29,"{'danceability': 0.105, 'energy': 0.137, 'key': 8, 'loudness': -19.206, 'mode': 1, 'speechiness': 0.0448, 'acousticness': 0.94, 'instrumentalness': 0.524, 'liveness': 0.0898, 'valence': 0.0358, 'tempo': 76.169, 'type': 'audio_features', 'id': '61otNLGtFO7jYIf6P5rhnP', 'uri': 'spotify:track:61otNLGtFO7jYIf6P5rhnP', 'track_href': 'https://api.spotify.com/v1/tracks/61otNLGtFO7jYIf6P5rhnP', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/61otNLGtFO7jYIf6P5rhnP', 'duration_ms': 352907, 'time_signature': 3}","Violin Concerto, Op. 12: II. Intermezzo. Moderato con moto, sempre dolce",Kenneth Leighton,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,30,30,"{'danceability': 0.187, 'energy': 0.13, 'key': 6, 'loudness': -21.937, 'mode': 0, 'speechiness': 0.0428, 'acousticness': 0.983, 'instrumentalness': 0.000121, 'liveness': 0.119, 'valence': 0.126, 'tempo': 85.374, 'type': 'audio_features', 'id': '1OEkpSa61ieMvUTtFbTZ6z', 'uri': 'spotify:track:1OEkpSa61ieMvUTtFbTZ6z', 'track_href': 'https://api.spotify.com/v1/tracks/1OEkpSa61ieMvUTtFbTZ6z', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1OEkpSa61ieMvUTtFbTZ6z', 'duration_ms': 413107, 'time_signature': 4}","Komm, Jesu, komm, BWV 229: I. Komm, Jesu, komm",Johann Sebastian Bach,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,31,31,"{'danceability': 0.318, 'energy': 0.238, 'key': 6, 'loudness': -26.951, 'mode': 1, 'speechiness': 0.0371, 'acousticness': 0.815, 'instrumentalness': 0.829, 'liveness': 0.0684, 'valence': 0.671, 'tempo': 131.336, 'type': 'audio_features', 'id': '2AVgUIvUzQAowYcdupcZBv', 'uri': 'spotify:track:2AVgUIvUzQAowYcdupcZBv', 'track_href': 'https://api.spotify.com/v1/tracks/2AVgUIvUzQAowYcdupcZBv', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2AVgUIvUzQAowYcdupcZBv', 'duration_ms': 116120, 'time_signature': 4}","Keyboard Sonata in G Major, Wq. 58 No. 2, H. 273: I. Grazioso",Carl Philipp Emanuel Bach,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,32,32,"{'danceability': 0.252, 'energy': 0.105, 'key': 9, 'loudness': -26.702, 'mode': 1, 'speechiness': 0.0462, 'acousticness': 0.946, 'instrumentalness': 0.408, 'liveness': 0.311, 'valence': 0.0437, 'tempo': 71.209, 'type': 'audio_features', 'id': '3fnN1xELc3TofIMlGiY5Cq', 'uri': 'spotify:track:3fnN1xELc3TofIMlGiY5Cq', 'track_href': 'https://api.spotify.com/v1/tracks/3fnN1xELc3TofIMlGiY5Cq', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3fnN1xELc3TofIMlGiY5Cq', 'duration_ms': 195227, 'time_signature': 4}",Joulun Kellot,Armas Maasalo,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,33,33,,"7 Anniversaries: No. 1, For Aaron Copland",Leonard Bernstein,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,34,34,"{'danceability': 0.066, 'energy': 0.064, 'key': 2, 'loudness': -29.189, 'mode': 0, 'speechiness': 0.0472, 'acousticness': 0.97, 'instrumentalness': 0.485, 'liveness': 0.0767, 'valence': 0.0265, 'tempo': 74.787, 'type': 'audio_features', 'id': '1OdDBMhEsw2HkAes53oaRD', 'uri': 'spotify:track:1OdDBMhEsw2HkAes53oaRD', 'track_href': 'https://api.spotify.com/v1/tracks/1OdDBMhEsw2HkAes53oaRD', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1OdDBMhEsw2HkAes53oaRD', 'duration_ms': 347213, 'time_signature': 3}",Pert Em Hru: I. Media vita in morte sumus,Paul Giger,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,35,35,"{'danceability': 0.345, 'energy': 0.11, 'key': 0, 'loudness': -24.762, 'mode': 0, 'speechiness': 0.0368, 'acousticness': 0.988, 'instrumentalness': 0.909, 'liveness': 0.122, 'valence': 0.347, 'tempo': 85.464, 'type': 'audio_features', 'id': '6Emf64UW54ArKZCh9Rkohx', 'uri': 'spotify:track:6Emf64UW54ArKZCh9Rkohx', 'track_href': 'https://api.spotify.com/v1/tracks/6Emf64UW54ArKZCh9Rkohx', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6Emf64UW54ArKZCh9Rkohx', 'duration_ms': 199240, 'time_signature': 4}","Suite ancienne No. 2, Op. 64: II. Chaconne",Isaac Albéniz,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,36,36,"{'danceability': 0.194, 'energy': 0.184, 'key': 0, 'loudness': -19.978, 'mode': 1, 'speechiness': 0.0388, 'acousticness': 0.991, 'instrumentalness': 0.539, 'liveness': 0.105, 'valence': 0.122, 'tempo': 108.078, 'type': 'audio_features', 'id': '3j7jXTz2BFbc9HOUAumjD6', 'uri': 'spotify:track:3j7jXTz2BFbc9HOUAumjD6', 'track_href': 'https://api.spotify.com/v1/tracks/3j7jXTz2BFbc9HOUAumjD6', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3j7jXTz2BFbc9HOUAumjD6', 'duration_ms': 228880, 'time_signature': 3}",Missa Virtute magna: I. Kyrie,Jacob Clemens non Papa,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
